,SKU,Fecha,Toneladas
48542,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-04-11,174271.104
48543,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-29,64800.0
48546,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-06-05,50340.6
48547,PH ELITE  DH 4 X 12 LA,2021-03-27,11.256406
48550,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-25,4704.0
48551,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-13,3968.0
48552,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-05-05,1.019349
48556,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-21,147798.144
48560,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-03-13,16.014995
48562,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-23,215421.2352
48563,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-25,696.0
48564,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-01,124360.32
48567,RC NOVA DH MEGAROLLO  1 X 12,2020-05-22,15.200485
48569,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-09-22,162347.712
48575,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-15,2088.0
48580,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-22,6424.0
48587,PH HIGIENOL DH  4 X 12,2020-01-10,10.040548
48593,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-05-18,92400.0
48594,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-05-31,318502.656
48596,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-11-13,276288.0
48599,PH ELITE  DH 4 X 12 LA,2020-02-06,13.051189
48610,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-11,44544.0
48615,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-06,78300.0
48616,PH ELITE CLÁSICO DH 2 X 10 CO,2019-12-28,2.347153
48618,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-26,127099.6992
48620, PH ELITE PLUS DH VERTICAL 6 X 8,2021-06-04,0.899041
48627,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-01,0.041698
48630,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-10,13.173239
48639,PH ELITE DH 2 X 10 LA,2021-04-21,6.527712
48641,PH ELITE DH 6 X 8 LA,2020-11-14,4.609125
48642, PH ELITE PLUS DH VERTICAL 6 X 8,2019-09-13,0.946374
48647,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-01,0.006474
48649,PH ELITE DUO  DH 4x12 25 METROS,2021-01-21,5.43807
48651,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-04-24,96888.0
48667,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-24,99992.0
48668,PH NOBLE DH 24 X 2,2021-06-16,1.102599
48671,SE ELITE CORTADA 1000 X 12,2020-09-10,0.221132
48672,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-11-03,15600.0
48677,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-05-25,173272.0
48682, PH ELITE PLUS DH VERTICAL 6 X 8,2021-05-09,0.226728
48683,PH ELITE PLUS DH 24 X 2,2021-05-06,0.714131
48685,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-10,1025.946
48694,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-16,0.281999
48696,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-01-17,3072.6144
48698,PH HIGIENOL DH  4 X 12,2020-05-01,2.363883
48699,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-29,32000.0
48701,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-03-02,98624.0
48704,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-15,4.750948
48705,PH ELITE  DH 4 X 12 LA,2020-04-18,15.897561
48714,RC NOVA DH MEGAROLLO  1 X 12,2020-08-02,0.344756
48716,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-06-21,91264.0
48719,PH ELITE DH 2 X 10 LA,2020-07-20,9.823703
48722,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-18,271008.0
48724,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-09-04,132480.0
48725,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-12-23,89584.0
48726,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-14,2764520.64
48728,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-11-08,624.0
48730,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-05-17,352859.904
48733,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-09-11,46099.2
48734,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-03,61000.0
48739,PH ELITE DH 6 X 8 LA,2019-09-06,9.535877
48744,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-05-15,36671.8464
48746,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-12-04,272544.0
48751,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-25,2.078515
48755,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-02-20,5.683659
48756,PH ELITE  DH 4 X 12 LA,2020-05-11,24.23528
48760,PH ELITE PLUS DH 24 X 2,2021-05-26,0.66861
48762,PH ELITE DH 24 X 2 LA,2020-07-06,16.489807
48764,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-07,3256.4736
48774,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-09,9856.0
48776,PH NOBLE DH 2 X 10,2021-01-28,27.52932
48778,PH ELITE DUO  DH 6 x 8  25 METROS,2019-11-17,0.003815
48779,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-01,82476.0
48787,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-25,229582.08
48796,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-19,73605.632
48799,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-01-17,15600.0
48802,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-01-02,2.458607
48811,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-10-23,824670.144
48813,PH HIGIENOL DH 4x6 40 METROS,2021-05-16,0.033935
48814,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-31,4571697.024
48820,SE ELITE CORTADA 1000 X 12,2021-02-20,0.100377
48821,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-17,569781.76
48823,PH ELITE DUO  DH 4x12 25 METROS,2020-08-02,0.17595
48825,PH ELITE PLUS DH 24 X 2,2019-09-27,1.478483
48826,PH NOBLE DH 24 X 2,2020-04-01,2.36181
48829,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-23,125736.0
48832,PH NOBLE DH 2 X 10,2020-01-25,35.19747
48835,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-07-14,33598.8
48847,PH ELITE DH 6 X 8 LA,2021-01-19,3.857074
48850,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-13,182004.48
48859,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-12,5376.0
48861,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-26,9.762597
48867,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-19,142208.0
48868,PH ELITE DH 24 X 2 LA,2019-10-08,4.685519
48869,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-05-30,640.0
48870,PH NOBLE DH 2 X 10,2019-12-10,44.388359
48876,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-04,182125.44
48879,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-18,117568.0
48884,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-15,142000.0
48885,PH HIGIENOL DH  4 X 12,2021-04-21,2.730123
48887, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-21,1.286368
48892,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-09-15,4608.0
48896,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-19,7424.0
48898,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-11-16,71299.2
48900,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-02,156370.6368
48902,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-20,182161.152
48905,PH HIGIENOL DH  4 X 12,2020-02-25,9.579138
48908,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-03,4416.0
48909,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-18,71456.0
48910,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-16,91000.0
48912,PH ELITE DH 6 X 8 LA,2019-12-01,0.014397
48913,PH ELITE DUO  DH 4x12 25 METROS,2020-05-17,0.45135
48917,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-05,3.252771
48921,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-06-22,863.9784
48932,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-27,0.078278
48937,PH NOBLE DH 24 X 2,2020-12-29,2.17236
48938,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-18,94888.0
48939,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-07-15,474912.0
48941,PH ELITE PLUS DH 24 X 2,2020-11-18,4.294157
48942,PH HIGIENOL DH  4 X 12,2020-03-02,6.511865
48945,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-03,311127.0912
48952,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-13,173360.0
48954,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-06-14,16000.0
48956,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-05-11,0.967389
48964,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-04-23,2.897947
48965,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-02-10,0.814626
48967,RC NOVA DH MEGAROLLO  2 X 6,2020-02-14,1.618305
48970,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-07,189772.8
48971,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-22,47850.0
48972,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-30,0.162332
48977,RC NOVA DH MEGAROLLO  1 X 12,2020-05-28,12.05457
48982,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-11-06,54288.0
48986,PH ELITE DH 2 X 10 LA,2020-02-02,0.242823
48988,RC NOVA DH MEGAROLLO  2 X 6,2021-04-04,0.109981
48990,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-04,115855.808
48994,PH ELITE DH 2 X 10 LA,2020-09-24,7.074117
48996,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-27,1624.0
48997,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-05-23,157352.0
48998,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-05-11,422428.032
49002,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-03-27,143912.448
49003,RC NOVA DH MEGAROLLO  2 X 6,2020-08-12,4.485007
49014,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-06-12,0.091967
49019,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-01-01,13440.0
49020,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-01-08,415872.0
49022,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-09-11,0.187331
49024,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-09-01,4280127.552
49025,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-23,0.690558
49027,RC NOVA DH MEGAROLLO  1 X 12,2019-11-27,12.281725
49029,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-11-10,1344.0
49031,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-10,195108.48
49032,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-06-13,264.0
49036,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-22,3.443645
49038,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-05-14,1.295816
49042,SE ELITE CORTADA 1000 X 12,2020-03-22,0.000468
49043,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-04,34304.0
49050,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-15,66304.0
49064,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-23,0.047337
49068,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-29,1259.892
49071,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-10-24,1457.9352
49072,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-15,1508.0
49084,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-25,358320.0
49085,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-02-13,0.806467
49089,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-08,116201.7024
49090,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-14,85840.0
49092,PH HIGIENOL DH  4 X 12,2020-08-29,6.605714
49096,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-21,182500.0
49098,PH ELITE CLÁSICO DH 2 X 10 CO,2020-12-28,1.194453
49099,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-26,327855.168
49101,PH ELITE DH 6 X 8 LA,2019-11-25,13.197145
49102,PH ELITE  DH 4 X 12 LA,2021-04-11,0.070264
49106,PH ELITE CLÁSICO DH 2 X 10 CO,2019-11-03,0.034528
49115,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-24,80388.0
49118,PH HIGIENOL DH 4x6 40 METROS,2019-11-05,4.248656
49122,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-04,6528.6144
49123,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-02-01,1139.976
49124, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-19,3.339518
49126,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-24,137280.0
49128,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-24,6.810861
49131,PH ELITE DH 24 X 2 LA,2021-06-03,6.412805
49137,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-06-08,82800.0
49140,PH HIGIENOL DH 4x6 40 METROS,2020-05-09,5.565078
49145,RC NOVA DH MEGAROLLO  2 X 6,2020-02-08,0.897328
49150,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-25,9.80586
49152,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-23,0.208279
49154,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-26,368380.8
49156,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-04,148229.76
49159,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-23,22.746492
49163,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-17,206316.0
49164,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-05,0.16083
49170,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-04,0.180169
49173,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-12-23,64565.76
49176,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-24,176176.0
49178,PH HIGIENOL DH  4 X 12,2021-03-03,3.651609
49187,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-09-09,10.743996
49188,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-03-29,7304.0
49189,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-01,54000.0
49191,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-09-01,25926.912
49193,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-04,157758.72
49194,SE ELITE CORTADA 1000 X 12,2020-09-24,0.129774
49199,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-10-08,98383.104
49204,PH HIGIENOL DH  4 X 12,2020-07-11,6.486686
49208,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-03-03,76736.0
49209,PH HIGIENOL DH 4x6 40 METROS,2019-10-24,5.136568
49210,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-12-26,80734.08
49213,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-10-22,172282.88
49214,PH ELITE CLÁSICO DH 2 X 10 CO,2021-02-15,0.380997
49215,PH ELITE PLUS DH 24 X 2,2021-01-09,2.402913
49221,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-29,212160.0
49222,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-06-23,315804.0576
49223,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-12-01,2784.0
49225,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-04,1.064868
49226,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-05-21,111760.0
49228,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-11-04,32941.44
49230,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-13,599.4
49231,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-23,5282456.832
49236,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-26,133276.0
49240,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-28,69600.0
49243,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-06-15,121626.0
49261,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-01-19,191052.0
49263,PH NOBLE DH 2 X 10,2019-12-22,3.671911
49265,PH ELITE DH 2 X 10 LA,2020-02-14,14.506997
49267,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-07,224400.0
49269,RC NOVA DH MEGAROLLO  2 X 6,2019-12-24,0.593046
49274,PH ELITE DH 6 X 8 LA,2021-06-05,4.663606
49278,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-28,90896.0
49279,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-05,2.338659
49280,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-06-15,8447.8464
49286,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-27,98688.0
49287,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-10-15,647.9676
49290,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-21,0.296999
49291,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-12-01,47399.4
49292,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-08-02,0.120805
49293,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-06-11,4559.976
49298,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-02-23,584015.04
49304,RC NOVA DH MEGAROLLO  1 X 12,2019-11-18,9.793721
49312,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-16,38144.0
49314,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-07,308448.0
49316,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-06-10,863.9784
49322,PH ELITE DH 24 X 2 LA,2020-06-02,13.649137
49324,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-01,96952.32
49328,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-20,39113.344
49331,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-12-01,69472.0
49339,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-06-02,87600.0
49342,PH ELITE DH 6 X 8 LA,2019-10-10,10.089766
49344,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-17,1080.0
49350,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-01-22,344131.4304
49351,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-09,56840.0
49355,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-04-30,0.185741
49362, PH ELITE PLUS DH VERTICAL 6 X 8,2020-04-06,2.050822
49368,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-07-27,78400.0
49378,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-20,76032.0
49381,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-03-30,516432.0
49386,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-24,87919.232
49390,PH ELITE  DH 4 X 12 LA,2019-09-08,0.183374
49393,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-07-27,89436.0
49395,PH HIGIENOL DH 4x6 40 METROS,2020-03-23,2.489583
49400,PH ELITE PLUS DH 24 X 2,2020-08-11,1.092373
49401,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-01,49544.0
49408,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-06-06,1.03078
49410,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-09,24.468031
49411,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-04-22,160081.4592
49419,PH ELITE  DH 4 X 12 LA,2020-04-30,21.007464
49421,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-03-06,51968.0
49422,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-30,177144.0
49430,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-06-19,48080.0
49442,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-22,142796.0
49446,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-07-23,63488.0
49447,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-01-27,674797.824
49449,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-01-06,67600.0
49454,RC NOVA DH MEGAROLLO  1 X 12,2021-06-09,30.290133
49456,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-02,5.841735
49458,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-01-02,10800.0
49459,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-02,138426.88
49465,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-01-15,108895.3344
49466,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-07-11,162.0
49467,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-16,130326.0
49477,PH ELITE DUO  DH 4x12 25 METROS,2020-02-05,6.977448
49479,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-11-25,155012.0
49481,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-04-03,61192.32
49485,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-05-25,4805180.352
49486,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-22,206532.48
49487,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-03,134159.616
49488,RC NOVA DH MEGAROLLO  2 X 6,2020-09-30,3.501622
49492,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-09-16,97007.1552
49495,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-03,39040.0
49496,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-09-18,301760.0
49498,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-11-16,133682.688
49499,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-11-05,1241.9892
49500,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-11-27,76416.0
49502,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-11,61248.0
49507,RC NOVA DH MEGAROLLO  1 X 12,2021-02-24,23.088608
49512,PH ELITE DUO  DH 4x12 25 METROS,2020-08-05,8.103908
49513,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-06-24,50000.0
49519, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-19,3.052566
49523,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-20,87004.1088
49528,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-01-20,441424.32
49534,PH HIGIENOL DH 4x6 40 METROS,2020-11-14,5.288221
49536,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-27,812.0
49551,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-06-03,3932502.336
49552,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-23,63400.0
49554,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-11-10,419.976
49558,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-20,532981.76
49560,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-17,70096.0
49565,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-07,0.971344
49567, PH ELITE PLUS DH VERTICAL 6 X 8,2020-02-29,1.169142
49569,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-09-14,1.338663
49570,PH HIGIENOL DH 4x6 40 METROS,2021-05-13,6.340977
49575,PH ELITE PLUS DH 24 X 2,2019-09-30,5.195063
49580,PH ELITE DH 2 X 10 LA,2021-01-05,13.055136
49583,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-11-29,240576.0
49588,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-02-06,267671.808
49593,PH NOBLE DH 2 X 10,2020-07-26,0.298141
49600,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-25,1.757464
49602,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-31,2.852133
49616,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-04-16,134000.0
49617,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-09-01,3600.576
49620,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-11-10,117719.1936
49623,PH ELITE DUO  DH 6 x 8  25 METROS,2020-05-21,6.22418
49627,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-01,0.64326
49628,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-06,352.0
49630,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-11-12,123648.0
49636,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-11-26,3554430.912
