,Categoria,Fecha,Cantidad
3583,03 Servilletas Masivos,2020-12-05,19045.81
3584,10 Toallas Femeninas,2020-03-30,4738.64
3585,01 Higiénicos Masivos,2020-11-08,4619.04
3586,05 Pañales Bebe,2021-03-18,43224.56
3587,01 Mascarilla ,2021-01-09,2.0
3588,10 Toallas Femeninas,2020-10-02,3888.34
3589,01 Mascotas,2020-06-19,1.54
3590,01 Higiénicos Masivos,2020-05-09,312739.25
3591,38 Pañales Adultos,2020-09-11,648.61
3592,02 Rollos de Cocina,2020-06-23,106636.51
3593,05 Pañales Bebe,2021-03-24,96083.19
3594,04 Pañuelos Masivos,2020-10-13,51.86
3595,11 Toallas Húmedas,2021-01-05,1143.81
3596,02 Rollos de Cocina,2019-12-20,47307.08
3597,38 Pañales Adultos,2021-03-16,971.0
3598,01 Mascotas,2020-12-22,0.13
3599,05 Pañales Bebe,2020-09-19,37153.26
3600,10 Toallas Femeninas,2020-04-08,4376.12
3601,05 Pañales Bebe,2020-09-25,34775.52
3602,38 Pañales Adultos,2021-05-16,3.33
3603,11 Toallas Húmedas,2020-09-05,953.35
3604,38 Pañales Adultos,2020-11-11,818.87
3605,05 Pañales Bebe,2020-03-23,17441.27
3606,10 Toallas Femeninas,2021-05-28,4771.72
3607,03 Servilletas Masivos,2019-12-11,60956.46
3608,02 Rollos de Cocina,2021-02-16,60389.52
3609,01 Higiénicos Masivos,2020-05-12,361797.07
3610,11 Toallas Húmedas,2021-03-10,1748.13
3611,01 Mascarilla ,2020-10-31,5.53
3612,01 Mascarilla ,2021-05-05,4.37
3613,02 Rollos de Cocina,2020-06-26,80023.81
3614,01 Mascarilla ,2021-05-11,2.69
3615,04 Pañuelos Masivos,2020-10-22,116.37
3616,01 Higiénicos Masivos,2019-11-08,345539.16
3617,03 Servilletas Masivos,2020-06-14,76.0
3618,05 Pañales Bebe,2021-03-27,39478.4
3619,38 Pañales Adultos,2019-09-23,679.51
3620,02 Rollos de Cocina,2019-12-23,44920.02
3621,10 Toallas Femeninas,2019-10-02,2854.16
3622,04 Pañuelos Masivos,2021-04-11,0.88
3623,05 Pañales Bebe,2019-12-10,33165.95
3624,11 Toallas Húmedas,2021-02-23,1035.69
3625,38 Pañales Adultos,2020-09-20,0.5
3626,04 Pañuelos Masivos,2020-10-07,125.04
3627,38 Pañales Adultos,2020-02-01,769.16
3628,10 Toallas Femeninas,2020-03-18,2544.67
3629,11 Toallas Húmedas,2020-08-21,993.18
3630,02 Rollos de Cocina,2019-12-08,438.79
3631,01 Higiénicos Masivos,2020-03-18,303526.19
3632,11 Toallas Húmedas,2020-01-02,312.13
3633,03 Servilletas Masivos,2020-05-30,20530.77
3634,10 Toallas Femeninas,2020-03-24,2628.18
3635,01 Higiénicos Masivos,2020-09-20,4101.64
3636,02 Rollos de Cocina,2020-06-11,64946.25
3637,10 Toallas Femeninas,2019-09-20,3640.25
3638,03 Servilletas Masivos,2020-05-27,21328.16
3639,01 Mascotas,2020-11-06,34.08
3640,05 Pañales Bebe,2021-01-31,17501.3
3641,02 Rollos de Cocina,2019-12-11,42161.18
3642,01 Mascotas,2020-05-04,0.33
3643,38 Pañales Adultos,2021-03-25,519.09
3644,11 Toallas Húmedas,2021-02-20,1239.24
3645,04 Pañuelos Masivos,2020-10-04,23.99
3646,01 Mascarilla ,2020-12-28,1.65
3647,01 Higiénicos Masivos,2020-09-17,242255.73
3648,10 Toallas Femeninas,2020-09-23,6030.26
3649,05 Pañales Bebe,2019-12-13,41475.38
3650,38 Pañales Adultos,2020-01-29,848.32
3651,01 Higiénicos Masivos,2020-03-15,16980.78
3652,10 Toallas Femeninas,2020-03-21,2044.35
3653,02 Rollos de Cocina,2020-06-14,694.0
3654,11 Toallas Húmedas,2019-12-30,730.24
3655,04 Pañuelos Masivos,2021-04-08,67.01
3656,03 Servilletas Masivos,2020-05-24,30.0
3657,03 Servilletas Masivos,2020-11-29,5586.11
3658,05 Pañales Bebe,2021-01-28,61541.04
3659,05 Pañales Bebe,2021-02-03,31491.2
3660,38 Pañales Adultos,2021-03-22,590.99
3661,04 Pañuelos Masivos,2020-04-04,53.05
3662,01 Mascotas,2020-11-03,4.51
3663,05 Pañales Bebe,2020-08-04,38947.63
3664,10 Toallas Femeninas,2021-05-16,180.23
3665,02 Rollos de Cocina,2021-02-04,81573.29
3666,01 Higiénicos Masivos,2021-05-16,4404.15
3667,11 Toallas Húmedas,2020-06-30,1143.23
3668,38 Pañales Adultos,2020-07-30,801.81
3669,01 Higiénicos Masivos,2020-11-11,331676.0
3670,04 Pañuelos Masivos,2021-06-02,52.46
3671,38 Pañales Adultos,2020-01-26,37.38
3672,11 Toallas Húmedas,2019-12-27,544.21
3673,01 Higiénicos Masivos,2020-03-24,342141.5
3674,38 Pañales Adultos,2021-01-29,1922.15
3675,02 Rollos de Cocina,2019-12-17,50949.16
3676,03 Servilletas Masivos,2021-01-20,30084.64
3677,10 Toallas Femeninas,2020-11-17,4687.12
3678,38 Pañales Adultos,2020-07-27,990.76
3679,10 Toallas Femeninas,2019-09-26,4818.54
3680,04 Pañuelos Masivos,2020-10-10,105.66
3681,10 Toallas Femeninas,2021-05-22,4033.38
3682,01 Mascarilla ,2021-02-18,13.66
3683,01 Higiénicos Masivos,2019-09-20,415307.4
3684,04 Pañuelos Masivos,2020-04-07,31.2
3685,05 Pañales Bebe,2021-02-06,30131.34
3686,01 Higiénicos Masivos,2021-05-13,223641.31
3687,11 Toallas Húmedas,2019-12-24,343.76
3688,03 Servilletas Masivos,2019-11-29,59157.23
3689,02 Rollos de Cocina,2021-02-01,81005.88
3690,05 Pañales Bebe,2020-08-07,52479.25
3691,03 Servilletas Masivos,2020-06-02,21538.47
3692,04 Pañuelos Masivos,2019-10-07,112.2
3693,02 Rollos de Cocina,2021-02-07,645.5
3694,02 Rollos de Cocina,2020-08-05,75065.77
3695,10 Toallas Femeninas,2020-03-27,2792.49
3696,38 Pañales Adultos,2020-01-23,511.97
3697,02 Rollos de Cocina,2019-12-14,46857.87
3698,10 Toallas Femeninas,2019-09-23,4354.73
3699,01 Higiénicos Masivos,2020-03-21,334655.96
3700,10 Toallas Femeninas,2020-11-14,6090.39
3701,11 Toallas Húmedas,2020-06-27,1102.27
3702,03 Servilletas Masivos,2019-11-26,64417.51
3703,05 Pañales Bebe,2020-08-01,30912.09
3704,01 Higiénicos Masivos,2019-09-23,379148.83
3705,01 Mascotas,2020-12-28,10.88
3706,11 Toallas Húmedas,2020-12-30,1189.11
3707,03 Servilletas Masivos,2019-12-02,35211.23
3708,01 Higiénicos Masivos,2019-09-17,348813.99
3709,10 Toallas Femeninas,2021-05-19,4638.74
3710,05 Pañales Bebe,2021-03-30,43339.21
3711,03 Servilletas Masivos,2021-01-29,27977.87
3712,10 Toallas Femeninas,2019-09-29,229.82
3713,03 Servilletas Masivos,2020-07-27,17304.98
3714,05 Pañales Bebe,2020-08-10,48928.01
3715,04 Pañuelos Masivos,2019-10-10,135.44
3716,38 Pañales Adultos,2021-05-22,595.89
3717,05 Pañales Bebe,2020-02-06,35753.45
3718,01 Mascotas,2020-07-01,2.04
3719,10 Toallas Femeninas,2020-05-18,5541.5
3720,02 Rollos de Cocina,2021-02-10,87751.4
3721,04 Pañuelos Masivos,2019-10-16,109.23
3722,03 Servilletas Masivos,2021-01-23,25637.07
3723,05 Pañales Bebe,2020-02-09,158.07
3724,02 Rollos de Cocina,2020-08-08,81093.59
3725,38 Pañales Adultos,2020-03-27,650.16
3726,01 Higiénicos Masivos,2020-11-14,387634.36
3727,11 Toallas Húmedas,2021-04-22,857.33
3728,04 Pañuelos Masivos,2020-04-13,28.29
3729,04 Pañuelos Masivos,2021-06-08,50.44
3730,01 Higiénicos Masivos,2020-11-20,314779.84
3731,11 Toallas Húmedas,2020-02-29,853.21
3732,04 Pañuelos Masivos,2020-12-04,106.72
3733,03 Servilletas Masivos,2019-12-05,66116.61
3734,01 Higiénicos Masivos,2019-09-26,309682.23
3735,01 Mascotas,2020-09-17,28.09
3736,01 Higiénicos Masivos,2021-03-27,309424.1
3737,10 Toallas Femeninas,2019-11-18,3897.24
3738,05 Pañales Bebe,2020-09-23,36409.52
3739,11 Toallas Húmedas,2020-05-11,926.33
3740,05 Pañales Bebe,2020-09-29,42819.51
3741,11 Toallas Húmedas,2019-11-01,189.85
3742,02 Rollos de Cocina,2021-03-26,110324.64
3743,04 Pañuelos Masivos,2019-11-29,203.4
3744,02 Rollos de Cocina,2021-04-01,18395.55
3745,04 Pañuelos Masivos,2020-12-02,85.15
3746,38 Pañales Adultos,2019-12-01,1.46
3747,01 Mascotas,2021-05-13,13.08
3748,03 Servilletas Masivos,2020-04-10,20.0
3749,38 Pañales Adultos,2020-06-04,615.43
3750,04 Pañuelos Masivos,2020-05-30,203.8
3751,11 Toallas Húmedas,2020-05-08,740.23
3752,10 Toallas Femeninas,2019-11-12,4316.71
3753,01 Higiénicos Masivos,2020-01-31,593526.21
3754,03 Servilletas Masivos,2019-10-07,51031.0
3755,03 Servilletas Masivos,2021-06-02,19891.38
3756,01 Mascarilla ,2020-12-27,0.78
3757,02 Rollos de Cocina,2020-02-08,52210.16
3758,05 Pañales Bebe,2021-03-31,96769.14
3759,01 Mascarilla ,2020-12-30,5.98
3760,01 Higiénicos Masivos,2021-03-24,288099.98
3761,10 Toallas Femeninas,2019-11-15,5835.73
3762,05 Pañales Bebe,2020-09-26,40824.05
3763,01 Mascotas,2021-05-07,8.08
3764,02 Rollos de Cocina,2021-03-29,97615.91
3765,10 Toallas Femeninas,2020-05-19,5803.42
3766,11 Toallas Húmedas,2019-11-04,493.39
3767,38 Pañales Adultos,2019-12-04,762.33
3768,04 Pañuelos Masivos,2020-05-27,124.65
3769,10 Toallas Femeninas,2021-01-06,6452.18
3770,03 Servilletas Masivos,2020-12-01,14871.35
3771,11 Toallas Húmedas,2020-05-05,717.65
3772,01 Mascarilla ,2021-06-28,0.28
3773,01 Higiénicos Masivos,2021-03-21,12514.32
3774,04 Pañuelos Masivos,2020-06-02,121.08
3775,03 Servilletas Masivos,2021-06-05,18141.58
3776,03 Servilletas Masivos,2019-10-10,56426.32
3777,01 Mascotas,2021-05-10,2.75
3778,02 Rollos de Cocina,2020-02-05,48852.33
3779,05 Pañales Bebe,2021-03-28,1691.57
3780,38 Pañales Adultos,2020-02-03,323.8
3781,01 Mascotas,2020-11-14,12.13
3782,11 Toallas Húmedas,2020-07-08,798.89
3783,03 Servilletas Masivos,2020-06-01,19719.09
3784,04 Pañuelos Masivos,2019-12-05,139.3
3785,01 Higiénicos Masivos,2020-09-22,295168.81
3786,03 Servilletas Masivos,2020-12-04,22776.44
3787,10 Toallas Femeninas,2021-01-15,4926.86
3788,11 Toallas Húmedas,2020-01-07,969.86
3789,05 Pañales Bebe,2020-03-27,26279.67
3790,02 Rollos de Cocina,2021-04-04,2819.42
3791,05 Pañales Bebe,2020-10-02,28485.92
3792,10 Toallas Femeninas,2021-01-09,4671.31
3793,38 Pañales Adultos,2020-02-09,0.58
3794,01 Higiénicos Masivos,2020-09-28,356593.29
3795,02 Rollos de Cocina,2020-09-30,59896.9
3796,03 Servilletas Masivos,2021-06-08,21030.91
3797,04 Pañuelos Masivos,2021-01-26,50.38
3798,03 Servilletas Masivos,2019-10-13,947.62
3799,38 Pañales Adultos,2021-03-30,613.01
3800,04 Pañuelos Masivos,2020-06-05,50.1
3801,10 Toallas Femeninas,2020-07-10,4912.42
3802,11 Toallas Húmedas,2021-02-28,26.42
3803,03 Servilletas Masivos,2020-06-04,23076.91
3804,05 Pañales Bebe,2020-04-02,39869.73
3805,10 Toallas Femeninas,2021-01-12,4416.17
3806,01 Higiénicos Masivos,2020-09-25,275839.18
3807,01 Higiénicos Masivos,2021-03-30,403941.62
3808,03 Servilletas Masivos,2020-12-07,23159.69
3809,04 Pañuelos Masivos,2019-12-02,112.26
3810,01 Mascarilla ,2021-04-28,10.15
3811,01 Higiénicos Masivos,2020-03-23,291798.18
3812,05 Pañales Bebe,2020-03-30,33560.68
3813,11 Toallas Húmedas,2020-01-10,515.01
3814,11 Toallas Húmedas,2020-01-04,509.83
3815,38 Pañales Adultos,2020-02-06,721.68
3816,02 Rollos de Cocina,2020-09-27,1806.58
3817,05 Pañales Bebe,2019-09-26,34652.05
3818,01 Mascotas,2020-11-11,38.67
3819,02 Rollos de Cocina,2020-10-03,60678.23
3820,05 Pañales Bebe,2021-05-22,24159.17
3821,10 Toallas Femeninas,2019-11-21,3820.32
3822,04 Pañuelos Masivos,2021-01-23,112.05
3823,05 Pañales Bebe,2019-10-02,27159.89
3824,10 Toallas Femeninas,2020-07-13,4531.98
3825,11 Toallas Húmedas,2020-07-02,1028.71
3826,04 Pañuelos Masivos,2021-02-01,27.85
3827,03 Servilletas Masivos,2020-06-07,50.0
3828,02 Rollos de Cocina,2020-10-06,47559.71
3829,02 Rollos de Cocina,2020-04-03,58458.43
3830,01 Higiénicos Masivos,2019-09-25,356614.44
3831,02 Rollos de Cocina,2019-09-30,55811.54
3832,01 Mascotas,2020-05-18,14.33
3833,38 Pañales Adultos,2020-08-01,676.8
3834,04 Pañuelos Masivos,2020-07-30,137.35
3835,02 Rollos de Cocina,2021-05-26,81278.24
3836,05 Pañales Bebe,2020-11-23,40047.18
3837,38 Pañales Adultos,2020-08-07,1003.47
3838,01 Mascarilla ,2021-05-07,3.68
3839,01 Higiénicos Masivos,2020-03-26,399056.03
3840,05 Pañales Bebe,2021-05-25,37454.42
3841,05 Pañales Bebe,2021-05-31,75944.34
3842,03 Servilletas Masivos,2019-12-07,48792.77
3843,11 Toallas Húmedas,2021-01-04,704.67
3844,05 Pañales Bebe,2019-10-05,38960.61
3845,05 Pañales Bebe,2019-09-29,392.27
3846,01 Mascarilla ,2020-11-02,1.23
3847,01 Higiénicos Masivos,2020-04-01,264758.24
3848,03 Servilletas Masivos,2020-08-28,28739.83
3849,03 Servilletas Masivos,2020-08-31,31137.79
3850,03 Servilletas Masivos,2020-02-24,50168.59
3851,01 Mascotas,2020-08-05,13.42
3852,05 Pañales Bebe,2021-05-04,22162.56
3853,38 Pañales Adultos,2019-10-31,1410.62
3854,11 Toallas Húmedas,2021-05-24,999.32
3855,01 Higiénicos Masivos,2019-12-16,352152.75
3856,38 Pañales Adultos,2021-06-26,562.1
3857,05 Pañales Bebe,2020-10-30,51454.64
3858,02 Rollos de Cocina,2019-09-09,36935.32
3859,05 Pañales Bebe,2020-11-08,244.2
3860,11 Toallas Húmedas,2020-03-26,461.15
3861,02 Rollos de Cocina,2021-05-11,56776.27
3862,03 Servilletas Masivos,2020-03-01,91.8
3863,04 Pañuelos Masivos,2021-01-11,136.25
3864,02 Rollos de Cocina,2020-11-06,106468.43
3865,38 Pañales Adultos,2020-04-25,592.38
3866,05 Pañales Bebe,2020-05-06,38415.49
3867,01 Mascotas,2020-02-10,0.63
3868,02 Rollos de Cocina,2019-09-12,38356.88
3869,01 Higiénicos Masivos,2019-12-19,358868.06
3870,11 Toallas Húmedas,2021-05-21,1324.91
3871,10 Toallas Femeninas,2019-12-25,175.93
3872,03 Servilletas Masivos,2021-04-26,18058.23
3873,38 Pañales Adultos,2020-10-31,2612.41
3874,04 Pañuelos Masivos,2020-01-08,243.93
3875,02 Rollos de Cocina,2020-03-16,74167.92
3876,01 Mascarilla ,2021-05-25,4.16
3877,11 Toallas Húmedas,2020-09-28,1097.63
3878,10 Toallas Femeninas,2021-02-15,4436.67
3879,01 Mascotas,2021-03-31,6.42
3880,04 Pañuelos Masivos,2020-07-12,8.88
3881,01 Higiénicos Masivos,2019-12-25,3581.92
3882,38 Pañales Adultos,2019-10-25,3442.83
3883,05 Pañales Bebe,2020-05-03,8.0
3884,01 Mascarilla ,2021-05-19,10.21
3885,11 Toallas Húmedas,2020-03-29,10.0
3886,03 Servilletas Masivos,2020-03-04,53962.2
3887,02 Rollos de Cocina,2021-05-08,57436.26
3888,05 Pañales Bebe,2019-09-14,35775.52
3889,11 Toallas Húmedas,2019-09-25,703.65
3890,02 Rollos de Cocina,2020-11-03,58567.92
3891,01 Higiénicos Masivos,2021-02-12,233711.98
3892,38 Pañales Adultos,2020-04-28,1936.77
3893,38 Pañales Adultos,2020-10-28,856.13
3894,03 Servilletas Masivos,2021-04-23,15760.75
3895,04 Pañuelos Masivos,2020-01-05,9.5
3896,10 Toallas Femeninas,2019-12-28,4685.76
3897,10 Toallas Femeninas,2021-02-18,4501.48
3898,11 Toallas Húmedas,2020-10-01,714.04
3899,05 Pañales Bebe,2020-11-05,25715.9
3900,02 Rollos de Cocina,2019-09-15,679.2
3901,38 Pañales Adultos,2021-06-20,7.21
3902,01 Higiénicos Masivos,2019-12-22,46337.22
3903,04 Pañuelos Masivos,2020-07-09,73.96
3904,01 Mascarilla ,2021-05-22,3.98
3905,03 Servilletas Masivos,2020-10-25,245.66
3906,01 Mascotas,2020-09-29,20.69
3907,10 Toallas Femeninas,2020-02-18,6446.53
3908,03 Servilletas Masivos,2021-04-29,17926.06
3909,04 Pañuelos Masivos,2020-01-14,137.13
3910,01 Higiénicos Masivos,2021-02-15,290273.74
3911,10 Toallas Femeninas,2020-08-22,4627.43
3912,05 Pañales Bebe,2020-05-12,43890.36
3913,38 Pañales Adultos,2020-07-01,659.17
3914,02 Rollos de Cocina,2020-11-12,65163.96
3915,05 Pañales Bebe,2019-11-05,44018.07
3916,01 Higiénicos Masivos,2021-02-18,209303.74
3917,11 Toallas Húmedas,2020-05-29,609.85
3918,03 Servilletas Masivos,2019-09-06,61695.58
3919,01 Higiénicos Masivos,2020-08-16,1044.0
3920,04 Pañuelos Masivos,2021-03-04,60.04
3921,10 Toallas Femeninas,2021-02-21,251.63
3922,02 Rollos de Cocina,2019-09-18,47146.12
3923,11 Toallas Húmedas,2019-11-25,535.32
3924,38 Pañales Adultos,2019-12-28,1452.65
3925,03 Servilletas Masivos,2020-10-28,24343.85
3926,01 Mascotas,2020-10-02,4.11
3927,01 Mascotas,2021-04-06,7.21
3928,03 Servilletas Masivos,2020-10-22,25208.86
3929,04 Pañuelos Masivos,2020-01-11,147.28
3930,05 Pañales Bebe,2020-05-09,30855.67
3931,02 Rollos de Cocina,2020-11-09,86208.34
3932,10 Toallas Femeninas,2020-08-19,5522.61
3933,38 Pañales Adultos,2021-02-18,855.74
3934,38 Pañales Adultos,2019-12-25,50.0
3935,02 Rollos de Cocina,2020-05-07,69849.04
3936,11 Toallas Húmedas,2021-01-19,1157.39
3937,04 Pañuelos Masivos,2021-03-07,4.75
3938,38 Pañales Adultos,2020-06-28,5.0
3939,11 Toallas Húmedas,2020-06-01,616.3
3940,05 Pañales Bebe,2019-11-08,38693.6
3941,01 Higiénicos Masivos,2020-08-13,281162.04
3942,03 Servilletas Masivos,2019-09-03,54273.42
3943,01 Mascotas,2021-04-03,0.38
3944,11 Toallas Húmedas,2019-11-28,660.12
3945,05 Pañales Bebe,2021-06-28,4270.47
3946,04 Pañuelos Masivos,2020-09-02,43.44
3947,01 Higiénicos Masivos,2020-02-18,341986.98
3948,04 Pañuelos Masivos,2020-03-06,188.64
3949,11 Toallas Húmedas,2021-05-30,80.17
3950,02 Rollos de Cocina,2019-11-09,43514.44
3951,10 Toallas Femeninas,2020-02-24,3944.38
3952,38 Pañales Adultos,2020-12-25,10.79
3953,11 Toallas Húmedas,2020-11-25,843.4
3954,04 Pañuelos Masivos,2020-09-08,79.99
3955,03 Servilletas Masivos,2020-10-31,32492.95
3956,05 Pañales Bebe,2020-12-30,71476.19
3957,01 Mascotas,2020-04-02,1.42
3958,10 Toallas Femeninas,2021-04-17,4264.99
3959,38 Pañales Adultos,2020-06-22,749.27
3960,01 Mascotas,2020-10-05,2.38
3961,10 Toallas Femeninas,2020-08-29,5456.25
3962,38 Pañales Adultos,2020-12-24,584.72
3963,01 Higiénicos Masivos,2021-02-08,256914.48
3964,04 Pañuelos Masivos,2020-09-09,65.82
3965,02 Rollos de Cocina,2019-11-16,33188.67
3966,03 Servilletas Masivos,2021-03-13,16420.94
3967,05 Pañales Bebe,2020-08-13,38262.7
3968,10 Toallas Femeninas,2021-04-18,299.54
3969,11 Toallas Húmedas,2020-10-15,906.39
3970,01 Mascarilla ,2021-06-17,3.42
3971,01 Mascarilla ,2020-12-16,1.78
3972,05 Pañales Bebe,2019-12-25,1503.47
3973,01 Higiénicos Masivos,2019-12-18,382724.36
3974,05 Pañales Bebe,2021-02-15,30505.21
3975,04 Pañuelos Masivos,2020-09-06,0.13
3976,10 Toallas Femeninas,2020-02-25,5235.09
3977,03 Servilletas Masivos,2020-01-20,51111.53
3978,02 Rollos de Cocina,2020-05-17,2230.0
3979,01 Mascotas,2021-03-30,0.17
3980,02 Rollos de Cocina,2021-01-10,5930.25
3981,01 Mascotas,2020-10-01,2.0
3982,38 Pañales Adultos,2019-10-24,605.39
3983,38 Pañales Adultos,2019-10-30,909.72
3984,03 Servilletas Masivos,2020-09-11,19913.63
3985,11 Toallas Húmedas,2020-02-17,515.2
3986,05 Pañales Bebe,2020-02-15,20293.5
3987,01 Higiénicos Masivos,2020-08-09,10763.92
3988,03 Servilletas Masivos,2021-03-16,24914.39
3989,10 Toallas Femeninas,2021-04-27,5824.88
3990,10 Toallas Femeninas,2021-04-21,4778.21
3991,05 Pañales Bebe,2020-08-19,48706.87
3992,04 Pañuelos Masivos,2020-03-10,283.81
3993,04 Pañuelos Masivos,2020-03-16,232.75
3994,04 Pañuelos Masivos,2019-09-12,160.83
3995,01 Higiénicos Masivos,2020-08-12,307643.9
3996,10 Toallas Femeninas,2019-09-01,19.89
3997,03 Servilletas Masivos,2020-01-23,67744.1
3998,11 Toallas Húmedas,2021-04-10,1111.22
3999,38 Pañales Adultos,2021-06-19,1482.08
4000,38 Pañales Adultos,2021-06-25,1104.94
4001,03 Servilletas Masivos,2021-03-19,18027.83
4002,11 Toallas Húmedas,2021-04-13,847.47
4003,04 Pañuelos Masivos,2021-05-05,81.25
4004,05 Pañales Bebe,2020-02-18,31165.99
4005,02 Rollos de Cocina,2021-01-07,101081.36
4006,01 Mascotas,2020-09-28,5.25
4007,11 Toallas Húmedas,2020-10-09,1080.49
4008,03 Servilletas Masivos,2020-09-14,18717.55
4009,10 Toallas Femeninas,2020-10-20,4857.81
4010,38 Pañales Adultos,2019-10-27,22.79
4011,05 Pañales Bebe,2020-08-22,40600.57
4012,04 Pañuelos Masivos,2020-09-15,66.75
4013,11 Toallas Húmedas,2020-02-20,581.06
4014,04 Pañuelos Masivos,2020-03-13,360.9
4015,01 Higiénicos Masivos,2021-02-14,5678.72
4016,10 Toallas Femeninas,2021-04-24,4068.42
4017,02 Rollos de Cocina,2019-11-19,47112.69
4018,01 Higiénicos Masivos,2020-08-15,256092.52
4019,38 Pañales Adultos,2020-12-18,616.14
4020,01 Mascotas,2020-09-25,12.25
4021,02 Rollos de Cocina,2021-01-13,74800.45
4022,38 Pañales Adultos,2021-06-22,2083.53
4023,10 Toallas Femeninas,2020-03-02,3725.44
4024,05 Pañales Bebe,2020-02-21,22565.58
4025,04 Pañuelos Masivos,2021-05-08,81.31
4026,01 Mascarilla ,2020-10-19,4.66
4027,38 Pañales Adultos,2021-02-17,1238.75
4028,11 Toallas Húmedas,2021-06-16,1114.33
4029,11 Toallas Húmedas,2020-12-12,857.63
4030,38 Pañales Adultos,2021-02-23,765.06
4031,04 Pañuelos Masivos,2020-11-09,73.39
4032,10 Toallas Femeninas,2020-10-26,5681.81
4033,03 Servilletas Masivos,2020-03-18,21359.43
4034,02 Rollos de Cocina,2020-01-10,46015.83
4035,05 Pañales Bebe,2021-04-14,34698.27
4036,02 Rollos de Cocina,2020-07-14,70562.79
4037,01 Mascotas,2020-04-04,0.33
4038,04 Pañuelos Masivos,2021-05-14,90.83
4039,02 Rollos de Cocina,2021-01-16,78911.02
4040,38 Pañales Adultos,2019-12-30,679.95
4041,01 Higiénicos Masivos,2020-08-18,336392.6
4042,11 Toallas Húmedas,2019-10-21,615.09
4043,04 Pañuelos Masivos,2019-09-18,149.44
4044,01 Higiénicos Masivos,2020-02-14,319851.05
4045,03 Servilletas Masivos,2020-09-20,198.59
4046,10 Toallas Femeninas,2020-04-23,6160.2
4047,11 Toallas Húmedas,2020-04-21,760.25
4048,01 Higiénicos Masivos,2020-02-17,348830.58
4049,01 Mascotas,2021-05-24,8.48
4050,05 Pañales Bebe,2021-04-17,24054.42
4051,11 Toallas Húmedas,2020-12-09,838.54
4052,01 Mascotas,2020-04-01,0.08
4053,04 Pañuelos Masivos,2020-11-06,102.25
4054,38 Pañales Adultos,2021-02-20,1069.02
4055,01 Mascarilla ,2020-10-16,2.5
4056,05 Pañales Bebe,2021-04-11,1635.3
4057,01 Higiénicos Masivos,2021-04-07,262488.85
4058,10 Toallas Femeninas,2020-10-29,4943.93
4059,11 Toallas Húmedas,2021-06-13,61.0
4060,03 Servilletas Masivos,2020-03-15,1202.8
4061,11 Toallas Húmedas,2019-10-24,602.88
4062,04 Pañuelos Masivos,2020-03-19,97.28
4063,10 Toallas Femeninas,2020-10-23,6086.71
4064,38 Pañales Adultos,2020-08-18,1018.66
4065,02 Rollos de Cocina,2020-07-17,65936.04
4066,04 Pañuelos Masivos,2019-09-15,0.28
4067,04 Pañuelos Masivos,2021-05-11,78.21
4068,02 Rollos de Cocina,2020-07-11,63500.74
4069,03 Servilletas Masivos,2020-09-17,21580.5
4070,11 Toallas Húmedas,2019-10-18,679.65
4071,01 Higiénicos Masivos,2020-02-11,318937.12
4072,10 Toallas Femeninas,2019-10-26,3608.21
4073,05 Pañales Bebe,2020-10-16,44288.85
4074,11 Toallas Húmedas,2020-08-28,881.0
4075,05 Pañales Bebe,2019-11-30,60852.42
4076,10 Toallas Femeninas,2020-01-11,4479.91
4077,04 Pañuelos Masivos,2021-01-25,85.5
4078,01 Higiénicos Masivos,2020-05-27,343874.84
4079,05 Pañales Bebe,2020-06-03,29196.29
4080,02 Rollos de Cocina,2021-04-29,84382.99
4081,02 Rollos de Cocina,2020-10-31,113823.55
4082,03 Servilletas Masivos,2020-07-02,17426.29
4083,04 Pañuelos Masivos,2021-03-21,1.33
4084,01 Mascotas,2020-08-14,3.63
