,SKU,Fecha,Cantidad
51414,PH NOBLE DH 24 X 2,2020-05-28,4273.5
51415,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-10-31,263.44
51417,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-11-05,523.03
51419,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-05-18,1.67
51421,PH ELITE DUO  DH 4x12 25 METROS,2020-12-12,5550.83
51430,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-10-18,140.0
51432,PH HIGIENOL DH 4x6 40 METROS,2021-06-02,8438.66
51435,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-31,248.08
51437,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-03-15,1.38
51438,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-04-06,3473.0
51444,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-10-21,60.13
51451,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-12-24,14.6
51452,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-28,10296.67
51458,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-11-12,86.71
51462,PH HIGIENOL DH 4x6 40 METROS,2019-10-10,8466.45
51463,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-12-16,181.87
51469, PH ELITE PLUS DH VERTICAL 6 X 8,2020-04-29,1756.51
51470,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-02-11,4211.28
51473,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-22,3.0
51476,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-12,2219.0
51479,PH ELITE CLÁSICO DH 2 X 10 CO,2020-12-02,1420.7
51481,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-04-14,200.2
51487,PH ELITE PLUS DH 24 X 2,2020-03-23,5222.0
51488,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-05-13,3262.0
51491,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-07-13,2694.0
51492,SE ELITE CORTADA 1000 X 12,2020-12-13,0.08
51497,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-08-11,260.28
51499,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-17,6853.5
51500,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-01-21,6.97
51502,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-04-09,466.0
51503,PH ELITE DUO  DH 4x12 25 METROS,2020-04-13,11959.16
51506,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-06,76.21
51508,PH ELITE CLÁSICO DH 2 X 10 CO,2020-04-09,493.0
51512,PH ELITE DUO  DH 6 x 8  25 METROS,2021-01-22,11493.63
51516,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-07-23,217.33
51518,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-08-25,7.0
51520,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-07-14,4432.0
51524,PH ELITE  DH 4 X 12 LA,2020-12-17,16310.47
51526,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-10,11.08
51532,PH HIGIENOL DH 4x6 40 METROS,2021-03-31,18406.88
51541,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-07-13,108.25
51544,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-14,38.38
51550,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-06,4312.0
51553,RC NOVA DH MEGAROLLO  1 X 12,2021-04-02,954.92
51554,PH ELITE CLÁSICO DH 2 X 10 CO,2021-05-29,1408.4
51557,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-02-08,13.88
51561,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-17,16969.72
51564,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-03-16,3032.83
51570,PH NOBLE DH 24 X 2,2021-02-18,2956.0
51573,PH NOBLE DH 24 X 2,2020-01-29,3935.5
51577,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-09,2482.5
51578,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-24,5982.67
51581,PH NOBLE DH 2 X 10,2020-09-07,172469.0
51583,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-12,128.78
51584,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-12,290.35
51590,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-08-08,2954.0
51597,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-15,38.92
51599,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-11,3728.0
51600,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-24,257.5
51602,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-02-16,0.1
51603,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-09-27,52.6
51604,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-02,599.09
51606,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-10-28,15007.68
51615,PH ELITE DH 6 X 8 LA,2021-03-17,2412.14
51626,PH ELITE DUO  DH 4x12 25 METROS,2020-03-12,10565.08
51634,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-18,1745.0
51637,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-03-08,615.58
51638,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-06,1605.0
51639,PH NOBLE DH 24 X 2,2021-03-22,1802.5
51647,RC NOVA DH MEGAROLLO  2 X 6,2020-11-09,2660.0
51660,SE ELITE CORTADA 1000 X 12,2021-01-14,185.58
51662,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-19,33575.75
51664,PH ELITE DH 6 X 8 LA,2020-01-27,9898.51
51668,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-19,90.0
51669,PH NOBLE DH 24 X 2,2020-02-20,3319.0
51672,PH ELITE PLUS DH 24 X 2,2020-05-14,10703.0
51679,PH ELITE DH 6 X 8 LA,2020-05-21,15574.88
51682,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-02-25,1170.5
51686,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-03,178.6
51691,PH ELITE DH 2 X 10 LA,2021-06-18,25568.11
51694,PH ELITE DH 2 X 10 LA,2020-03-20,79865.8
51695,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-14,70.0
51696,RC NOVA DH MEGAROLLO  1 X 12,2020-12-02,40300.39
51698,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-07-24,3.53
51699,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-08,3.38
51701,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-07-09,2629.0
51704,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-03,12136.41
51712,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-01-21,10.33
51716,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-04-01,5.6
51717,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-09-20,1.5
51718,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-17,0.5
51721,RC NOVA DH MEGAROLLO  2 X 6,2021-02-16,6058.36
51725,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-12,56.58
51726,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-04-15,457.5
51727,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-01-21,226.76
51733, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-16,929.46
51738,PH ELITE PLUS DH 24 X 2,2021-01-04,3065.5
51739,PH ELITE DUO  DH 6 x 8  25 METROS,2020-08-01,5155.63
51742,PH NOBLE DH 2 X 10,2019-10-15,128449.4
51743,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-21,2110.0
51747,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-12,252.8
51755,PH ELITE DH 24 X 2 LA,2020-08-16,135.0
51756,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-02-28,1542.5
51761,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-05-29,184.37
51764,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-08,12632.98
51766,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-01-11,13410.5
51769,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-11,16.79
51778,RC NOVA DH MEGAROLLO  2 X 6,2020-10-16,3669.32
51779,PH NOBLE DH 2 X 10,2019-12-11,196553.2
51780,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-12-11,5975.5
51783,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-05-09,130.18
51792,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-25,1629.5
51799,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-03-05,3646.33
51809,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-03-22,4.17
51816,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-04,405.92
51817,PH ELITE PLUS DH 24 X 2,2020-03-15,322.5
51819,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-03-21,1278.5
51823,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-09-19,3496.71
51829,PH ELITE DUO  DH 4x12 25 METROS,2019-12-24,5261.63
51831,PH HIGIENOL DH 4x6 40 METROS,2020-11-27,7088.49
51835,SE ELITE CORTADA 1000 X 12,2020-02-10,119.5
51837,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-02-13,4.17
51841,RC NOVA DH MEGAROLLO  2 X 6,2021-04-17,2163.53
51843,PH ELITE  DH 4 X 12 LA,2020-08-28,17972.91
51847,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-03-16,2388.5
51850,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-12-31,36.3
51854,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-15,7013.83
51855,PH ELITE DH 24 X 2 LA,2020-12-20,522.0
51858,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-09-20,104.77
51860,PH HIGIENOL DH 4x6 40 METROS,2020-05-28,12034.54
51863,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-12-15,46.77
51870,PH ELITE DH 2 X 10 LA,2019-11-18,45473.3
51876,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-04-05,154.3
51877,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-28,10335.3
51878,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-12-31,208.13
51880,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-20,2.33
51881,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-12-13,71.5
51883, PH ELITE PLUS DH VERTICAL 6 X 8,2020-08-14,1370.5
51886,PH ELITE DH 6 X 8 LA,2020-08-09,129.0
51887,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-07-26,3.0
51895,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-12,42.25
51898,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-11-01,0.42
51900,SE ELITE CORTADA 1000 X 12,2021-03-31,141.58
51905,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-04-13,2775.0
51906,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-11-08,47.0
51913,RC NOVA DH MEGAROLLO  1 X 12,2021-04-04,1912.08
51914,PH ELITE CLÁSICO DH 2 X 10 CO,2021-05-27,1780.6
51920,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-03-06,1122.0
51923,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-01-18,14807.78
51924,PH NOBLE DH 2 X 10,2021-02-04,87328.99
51928,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-02,14.03
51929,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-04-17,1393.5
51932,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-02-03,57.25
51936,PH HIGIENOL DH  4 X 12,2021-05-30,12.25
51937,SE ELITE CORTADA 1000 X 12,2020-02-07,75.25
51941,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-26,13.23
51945,PH ELITE DH 2 X 10 LA,2021-06-23,23279.9
51947,PH ELITE  DH 4 X 12 LA,2020-02-18,15968.13
51949,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-12,2627.0
51951,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-06-16,2.0
51955,PH ELITE DH 6 X 8 LA,2021-01-16,3308.5
51957,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-02-03,411.3
51962,PH ELITE PLUS DH 24 X 2,2020-05-16,3454.5
51963,PH NOBLE DH 24 X 2,2019-11-07,3939.0
51971,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-08,0.46
51979,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-18,87.1
51981,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-19,48.75
51984,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-12-01,185.06
51986,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-16,1060.25
51996,PH ELITE  DH 4 X 12 LA,2021-04-08,13291.17
52001,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-04-27,44.83
52004,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-11,403.0
52005,PH ELITE DUO  DH 4x12 25 METROS,2019-11-10,33.75
52008, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-24,1619.63
52009,PH ELITE DH 6 X 8 LA,2019-11-28,10671.63
52010,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-29,172.04
52011,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-02-04,3.33
52013,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-09-07,3116.89
52016,PH NOBLE DH 24 X 2,2020-06-26,4042.0
52018,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-21,1039.25
52022,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-19,2327.5
52024,SE ELITE CORTADA 1000 X 12,2019-09-18,89.85
52031,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-03,2860.5
52033,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-07,2654.5
52041,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-09,2289.5
52046,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-22,26.33
52047,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-12-01,0.13
52054,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-16,2840.83
52060,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-11,64.67
52061,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-01-19,27.8
52063,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-14,23.0
52065,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-13,228.94
52067,PH ELITE DH 6 X 8 LA,2021-01-19,4239.5
52077,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-12,105.0
52079,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-26,9782.88
52086,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-19,3174.0
52088,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-05-30,12.5
52089,PH ELITE DH 24 X 2 LA,2019-10-08,7654.5
52090,PH NOBLE DH 2 X 10,2019-12-10,168251.85
52094,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-04,39.58
52096,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-18,2792.5
52102,PH HIGIENOL DH  4 X 12,2021-04-21,2427.17
52103,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-15,94.7
52106, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-21,1431.5
52108,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-09-15,46.5
52114,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-19,289.0
52116,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-11-16,156.68
52117,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-02,265.33
52119,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-20,69.0
52121,PH HIGIENOL DH  4 X 12,2020-02-25,11125.21
52122,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-03,0.5
52128,PH ELITE DH 6 X 8 LA,2019-12-01,5.63
52129,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-18,1884.5
52133,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-16,773.5
52135,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-07-12,61.0
52136,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-02-07,14.5
52141,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-02-10,682.0
52142,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-16,122.04
52143,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-03-23,20.08
52149,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-03-25,651.5
52153,PH ELITE DH 2 X 10 LA,2020-05-21,51760.0
52154,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-12-11,3250.5
52158,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-05-08,2530.0
52166, PH ELITE PLUS DH VERTICAL 6 X 8,2021-02-15,1374.66
52175,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-01-12,21.0
52180,PH ELITE DH 6 X 8 LA,2020-02-22,8294.75
52182,PH ELITE DH 2 X 10 LA,2021-02-14,60.4
52185,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-23,95.6
52188,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-09,2102.0
52195,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-11-06,295.29
52197,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-07-25,388.5
52198,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-03-21,318.0
52202,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-28,534.26
52205,PH ELITE DH 24 X 2 LA,2020-08-12,9538.0
52211,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-09-14,90.51
52212,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-09,0.08
52213,PH NOBLE DH 24 X 2,2020-08-25,4360.5
52216,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-08,33.0
52223,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-12,78.4
52224,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-04-28,6.17
52237,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-21,15239.72
52238,PH ELITE DH 2 X 10 LA,2019-10-28,65747.3
52240,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-12-26,633.5
52248,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-12,52.5
52249,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-04-14,165.78
52251,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-06-13,6.0
52255,PH NOBLE DH 2 X 10,2020-03-02,164688.4
52256,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-15,842.5
52259,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-01-15,2451.5
52263,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-10,2530.47
52267,RC NOVA DH MEGAROLLO  2 X 6,2020-11-03,2049.81
52269,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-08-14,93.75
52271,PH ELITE  DH 4 X 12 LA,2020-07-13,14402.63
52281,PH ELITE DUO  DH 6 x 8  25 METROS,2019-12-27,7012.04
52283,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-11-14,7642.5
52286,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-12-08,77.96
52287,PH HIGIENOL DH 4x6 40 METROS,2020-09-09,7449.75
52292,PH ELITE PLUS DH 24 X 2,2020-08-27,1608.0
52293,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-08,2003.0
52295, PH ELITE PLUS DH VERTICAL 6 X 8,2020-01-17,951.21
52296,PH ELITE DUO  DH 4x12 25 METROS,2020-09-17,3337.33
52304,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-17,104.76
52310,PH HIGIENOL DH  4 X 12,2019-10-25,11317.65
52311,SE ELITE CORTADA 1000 X 12,2020-07-09,64.83
52315,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-19,179.25
52316,RC NOVA DH MEGAROLLO  1 X 12,2021-04-07,56363.47
52319,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-10-06,1.25
52320,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-05,16.5
52324,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-27,5.0
52325,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-26,0.25
52328,PH ELITE DH 6 X 8 LA,2020-02-08,9502.0
52332,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-13,216.92
52333,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-01-20,3709.0
52335,PH NOBLE DH 2 X 10,2019-12-17,194420.8
52336,PH ELITE CLÁSICO DH 2 X 10 CO,2019-10-01,7282.9
52338,RC NOVA DH MEGAROLLO  1 X 12,2020-02-14,15400.96
52342,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-27,49.88
52347,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-08-20,17.5
52348,PH ELITE  DH 4 X 12 LA,2020-02-27,16061.16
52351,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-04-08,68.3
52354,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-07-19,107.0
52356,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-01,420.0
52358,PH ELITE PLUS DH 24 X 2,2020-09-17,2048.0
52359, PH ELITE PLUS DH VERTICAL 6 X 8,2020-02-07,1259.76
52366,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-16,55.92
52369,PH ELITE DUO  DH 6 x 8  25 METROS,2020-09-30,52427.9
52370,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-09,256.65
52371,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-17,1.33
52372,PH HIGIENOL DH 4x6 40 METROS,2020-05-25,10252.97
52373,PH ELITE DUO  DH 4x12 25 METROS,2020-06-27,5214.5
52378,PH NOBLE DH 24 X 2,2020-04-23,6088.0
52381,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-09-17,3862.0
52383,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-27,1772.5
52387,PH ELITE  DH 4 X 12 LA,2021-04-17,6880.08
52397,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-11,867.0
52402,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-04,1790.0
52409,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-05,1800.0
52410,PH ELITE PLUS DH 24 X 2,2021-03-22,2884.5
52414,RC NOVA DH MEGAROLLO  1 X 12,2020-08-21,40917.53
52415,PH ELITE DH 2 X 10 LA,2021-01-03,43.5
52418,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-14,26.06
52424,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-11-04,154.29
52425,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-07,2931.5
52427,PH NOBLE DH 24 X 2,2021-06-09,3326.5
52433,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-01,2560.25
52435,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-10-25,1507.17
52438,RC NOVA DH MEGAROLLO  2 X 6,2021-05-30,44.0
52439,PH NOBLE DH 2 X 10,2021-02-01,82894.56
52445,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-04-10,21.0
52446,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-09,1.63
52449,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-05-05,420.74
52450,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-12-01,1611.0
52451,RC NOVA DH MEGAROLLO  1 X 12,2020-08-15,52051.79
52452,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-22,111.5
52455,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-21,163.07
52457,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-09-14,3880.0
52459,PH HIGIENOL DH  4 X 12,2020-05-14,10139.12
52463,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-14,1.0
52466,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-10-15,183.39
52467,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-11-13,434.82
52469,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-09-16,414.53
52470,RC NOVA DH MEGAROLLO  2 X 6,2020-11-28,2955.35
52471,PH ELITE DUO  DH 4x12 25 METROS,2020-12-30,11985.27
52472,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-05,11921.83
52475,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-12,73.58
52480,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-01,1795.26
52483,SE ELITE CORTADA 1000 X 12,2020-09-23,176.58
52485,PH NOBLE DH 2 X 10,2020-01-29,141282.4
52487,PH NOBLE DH 24 X 2,2020-12-08,2473.5
52493,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-19,806.17
52494,PH ELITE DUO  DH 6 x 8  25 METROS,2020-03-25,18899.5
52500,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-09-24,2166.0
