,SKU,Fecha,Soles
56957,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-07-01,11519.21
56959,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-10-18,497.03
56960,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-30,21203.75
56968,PH ELITE DH 2 X 10 LA,2020-01-16,906043.96
56972,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-15,33216.91
56974,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-09,6476.91
56976,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-10-30,116590.87
56979,PH HIGIENOL DH 4x6 40 METROS,2019-11-22,169784.22
56981,PH NOBLE DH 2 X 10,2021-01-11,1369319.93
56984, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-04,39789.71
56989,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-23,4453.74
56991,PH ELITE PLUS DH 24 X 2,2020-12-05,94264.93
56995,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-02-23,86.39
57002,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-12-06,3345.85
57007,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-29,3315.58
57009,PH ELITE DH 24 X 2 LA,2019-10-28,284675.4
57017,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-01-15,137.14
57019,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-05-27,95912.79
57021,PH HIGIENOL DH  4 X 12,2021-04-01,32841.33
57022,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-04-01,206578.03
57024,SE ELITE CORTADA 1000 X 12,2021-04-27,18035.22
57032,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-11-02,1465.53
57034,PH NOBLE DH 2 X 10,2019-11-23,1561159.34
57038,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-03,177999.36
57041,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-02,257121.6
57047,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-25,6259.46
57049,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-23,179.59
57055,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-06-25,169095.31
57058,SE ELITE CORTADA 1000 X 12,2020-03-05,9302.32
57059,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-11-30,6404.3
57072,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-31,108946.7
57074,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-09-28,307327.67
57077,PH HIGIENOL DH  4 X 12,2020-02-05,327926.86
57079, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-01,279.66
57080,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-09-07,223553.91
57084,PH NOBLE DH 24 X 2,2020-12-09,76229.17
57086,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-27,44379.79
57087,PH ELITE DUO  DH 4x12 25 METROS,2019-12-03,272236.64
57091,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-04-25,7808.69
57097,PH ELITE DH 2 X 10 LA,2020-01-13,926545.95
57100,PH ELITE DH 2 X 10 LA,2020-09-04,806571.48
57107,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-03,410149.87
57113,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-11,2983.47
57114,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-05-07,6399.36
57115,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-05-03,115.25
57117,SE ELITE CORTADA 1000 X 12,2021-04-24,6327.57
57119,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-28,6450.59
57125,RC NOVA DH MEGAROLLO  1 X 12,2020-12-20,109874.33
57128,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-29,99066.85
57134,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-02,91617.84
57135,PH ELITE  DH 4 X 12 LA,2021-05-01,8607.7
57137,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-23,218294.35
57140,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-20,427050.77
57141,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-07,43525.67
57142,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-31,282443.82
57144,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-02,17767.22
57151,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-20,5065.94
57157,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-01-10,780.43
57159,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-01-16,264223.38
57163,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-18,54750.72
57167,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-05,18289.57
57168,PH ELITE DUO  DH 4x12 25 METROS,2020-05-14,163684.2
57170,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-16,241579.7
57175,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-28,220681.4
57182,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-23,9092.39
57187,PH ELITE DH 24 X 2 LA,2020-04-08,410423.47
57188,PH HIGIENOL DH  4 X 12,2020-02-28,311343.22
57189,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-21,235112.28
57194,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-09-12,460183.47
57196,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-11-28,1018.31
57201,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-11-13,6643.52
57202,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-05-12,101986.88
57205,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-02,140093.1
57210,RC NOVA DH MEGAROLLO  1 X 12,2020-03-25,358468.88
57211,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-12-31,6660.31
57212,PH ELITE DUO  DH 4x12 25 METROS,2021-03-06,127915.57
57213,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-02-11,27722.98
57214,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-26,6845.96
57217,PH NOBLE DH 2 X 10,2021-04-08,865633.07
57220,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-13,1666.96
57223,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-02-04,10832.97
57228,PH HIGIENOL DH  4 X 12,2019-12-23,271124.2
57231,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-17,5191.65
57237,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-13,211924.72
57238,PH NOBLE DH 24 X 2,2020-10-26,62078.31
57240,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-04,8601.53
57244,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-07-07,73037.29
57248,PH NOBLE DH 24 X 2,2020-03-08,350.71
57258,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-29,6052.2
57261, PH ELITE PLUS DH VERTICAL 6 X 8,2021-01-30,120542.77
57262,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-06-29,3807.76
57263,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-09-25,32829.71
57265,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-02-17,44730.16
57266,PH ELITE DH 24 X 2 LA,2021-01-29,686312.98
57270,PH HIGIENOL DH 4x6 40 METROS,2021-04-22,365652.41
57273,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-27,80495.9
57274,PH ELITE DH 2 X 10 LA,2020-10-12,495361.2
57277,SE ELITE CORTADA 1000 X 12,2021-01-27,13418.99
57278,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-06-24,79817.82
57279,PH ELITE DUO  DH 4x12 25 METROS,2020-08-26,186523.12
57281,PH ELITE DH 24 X 2 LA,2020-07-30,317256.55
57286,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-11-06,495940.21
57288,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-11-22,1038.39
57296,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-02-24,50791.68
57298,PH ELITE CLÁSICO DH 2 X 10 CO,2020-08-22,26494.67
57300,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-12-20,6035.22
57302,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-12-20,1880.94
57309,PH ELITE PLUS DH 24 X 2,2021-03-08,23390.01
57310,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-06-05,7711.05
57314,PH NOBLE DH 2 X 10,2020-08-19,1811554.78
57326,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-06,81951.2
57327,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-29,2019.67
57328,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-23,4979.67
57330,PH ELITE CLÁSICO DH 2 X 10 CO,2020-02-24,88531.66
57331,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-06,3346.62
57332,RC NOVA DH MEGAROLLO  1 X 12,2019-09-21,336101.5
57334,PH HIGIENOL DH  4 X 12,2021-01-04,110643.83
57345,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-09-29,10380.39
57349,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-29,2662.94
57353,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-18,56163.08
57355,PH ELITE  DH 4 X 12 LA,2019-11-21,657339.78
57357,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-12-05,15867.36
57359,PH ELITE DH 24 X 2 LA,2021-03-12,361856.88
57368,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-18,13939.03
57369,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-06,5630.76
57370,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-24,95054.92
57377,SE ELITE CORTADA 1000 X 12,2019-11-20,12801.65
57379,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-03,12516.42
57382,RC NOVA DH MEGAROLLO  1 X 12,2021-04-25,11519.16
57383,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-06-29,9621.34
57388,PH HIGIENOL DH  4 X 12,2021-06-17,74635.26
57390,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-21,2018.28
57391,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-08-09,45238.24
57392,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-19,6585.37
57400,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-06-16,484006.1
57402,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-10-24,149.31
57406,PH ELITE DUO  DH 4x12 25 METROS,2020-03-15,60653.32
57408,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-19,1941.88
57411,PH HIGIENOL DH  4 X 12,2021-06-23,68682.11
57415,RC NOVA DH MEGAROLLO  1 X 12,2021-05-01,5561.85
57416,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-11,100700.39
57417,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-15,392.23
57425,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-21,8349.27
57426,PH ELITE DH 2 X 10 LA,2020-05-01,72493.65
57435,PH ELITE PLUS DH 24 X 2,2020-02-23,313.9
57438,RC NOVA DH MEGAROLLO  2 X 6,2019-09-15,533.65
57439,PH HIGIENOL DH 4x6 40 METROS,2020-03-07,89454.48
57443,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-03,88131.03
57444,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-04-14,115845.7
57449,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-14,7481.39
57450,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-16,124630.4
57451,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-04-21,28601.32
57452,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-30,498476.82
57459,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-30,20413.14
57461,PH ELITE CLÁSICO DH 2 X 10 CO,2020-12-08,29429.71
57463,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-03-18,53072.66
57466,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-05-13,24458.33
57473,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-06-07,439.77
57474,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-02,56067.84
57475,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-10-17,134123.27
57477,PH NOBLE DH 2 X 10,2019-12-30,3225232.73
57481,RC NOVA DH MEGAROLLO  2 X 6,2021-04-24,40155.51
57483,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-04,328844.98
57485,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-15,24981.82
57486,PH ELITE PLUS DH 24 X 2,2020-10-29,21272.1
57492,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-01-14,13584.93
57493,PH ELITE DH 24 X 2 LA,2021-01-31,18029.24
57499,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-05-25,23504.75
57518,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-06,74675.75
57521,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-01-06,161300.91
57525,PH NOBLE DH 24 X 2,2020-01-08,103222.05
57526,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-05-12,2918.83
57527,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-08-24,5568.36
57529,PH HIGIENOL DH  4 X 12,2020-01-15,267020.15
57531,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-06-18,4323.88
57535,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-02-18,26188.61
57540,RC NOVA DH MEGAROLLO  1 X 12,2019-11-23,301739.83
57544,PH ELITE DH 2 X 10 LA,2021-06-24,581230.09
57548,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-08-31,10807.8
57549,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-01-24,26398.49
57562,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-10-08,14067.02
57568,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-24,13818.39
57573,RC NOVA DH MEGAROLLO  2 X 6,2019-12-29,2247.36
57576,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-28,10464.26
57578,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-03-30,14024.37
57581,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-05-01,633.64
57584,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-10-20,95.09
57587,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-12,2192.49
57595,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-29,691.26
57596,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-28,365355.89
57598,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-24,16.7
57605,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-06-05,45731.77
57608,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-18,4947.95
57609,PH HIGIENOL DH 4x6 40 METROS,2020-08-19,262827.4
57620,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-01-03,80812.57
57623,SE ELITE CORTADA 1000 X 12,2020-05-26,4866.88
57624,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-07,345396.74
57638,PH ELITE DUO  DH 4x12 25 METROS,2019-09-09,321264.81
57640,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-18,990.34
57642, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-23,26767.93
57647,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-10-04,205589.51
57650,PH ELITE DH 6 X 8 LA,2020-11-23,131702.34
57651,PH ELITE CLÁSICO DH 2 X 10 CO,2021-02-10,20155.92
57653,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-06-24,45742.83
57654,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-05-07,21258.47
57655,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-19,318382.4
57661,PH ELITE  DH 4 X 12 LA,2020-06-03,1107267.93
57673,PH NOBLE DH 2 X 10,2019-09-02,1486042.15
57681,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-02-10,6632.43
57685,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-09-17,1083.38
57693,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-14,138321.42
57698,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-06-10,229055.16
57703,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-10,6159.29
57706,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-25,29936.21
57707,RC NOVA DH MEGAROLLO  2 X 6,2019-09-18,23419.73
57712,RC NOVA DH MEGAROLLO  1 X 12,2020-01-06,350642.22
57714,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-12-05,7281.98
57715,PH ELITE  DH 4 X 12 LA,2021-05-21,235328.23
57717,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-06-02,351308.08
57724,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-11,825.64
57731,PH ELITE PLUS DH 24 X 2,2020-10-09,60939.91
57736,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-04-17,10696.02
57737,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-13,3438.63
57744,PH HIGIENOL DH  4 X 12,2019-10-05,274964.13
57750,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-06-02,4173.43
57753,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-18,269259.39
57760,SE ELITE CORTADA 1000 X 12,2020-02-14,5109.58
57761,PH NOBLE DH 24 X 2,2020-11-19,48798.21
57762,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-06-20,4050.67
57763,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-01-23,2927.98
57765,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-11-24,102519.67
57766,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-04-14,140315.87
57767,RC NOVA DH MEGAROLLO  1 X 12,2021-02-27,1201965.56
57768,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-22,1316.27
57774,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-13,104430.34
57781,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-06,60736.67
57788,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-09-15,8167.3
57790,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-18,303117.4
57799,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-14,335427.26
57802,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-24,280.48
57804,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-04-22,526.63
57805,PH ELITE PLUS DH 24 X 2,2020-11-16,40056.57
57810,PH ELITE DH 24 X 2 LA,2020-10-12,252278.7
57812,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-03-30,57244.02
57814,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-01-25,356065.06
57823,PH ELITE PLUS DH 24 X 2,2020-03-29,401.53
57824,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-08-22,310513.3
57832,PH NOBLE DH 24 X 2,2019-12-25,80.85
57835,PH ELITE DH 6 X 8 LA,2020-10-23,155381.47
57837,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-17,70693.77
57838,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-19,299929.59
57841,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-07-07,4494.83
57844,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-09-12,347521.76
57851,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-04,205644.65
57852,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-07-17,6648.56
57854,RC NOVA DH MEGAROLLO  1 X 12,2020-08-04,976957.45
57857,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-09-26,229319.11
57858,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-19,1088.13
57859,PH ELITE DUO  DH 4x12 25 METROS,2020-04-19,2708.52
57861,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-01-03,12994.34
57865,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-24,3900.74
57870,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-03-16,5466.45
57873,PH ELITE DH 6 X 8 LA,2020-04-17,363715.56
57874,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-03-14,40996.8
57879,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-05-19,200588.72
57880,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-08,4775.13
57884,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-16,37542.52
57887,PH ELITE DUO  DH 6 x 8  25 METROS,2021-03-24,555250.28
57893,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-14,17687.94
57895,PH NOBLE DH 2 X 10,2019-10-03,1562357.64
57899,PH ELITE  DH 4 X 12 LA,2020-08-20,519099.06
57908,PH ELITE DUO  DH 4x12 25 METROS,2021-06-08,262624.71
57910,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-20,6510.14
57913,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-05,5500.89
57917,PH HIGIENOL DH  4 X 12,2019-09-20,301923.06
57920,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-01-17,131533.68
57923,PH NOBLE DH 2 X 10,2019-10-09,1900354.33
57926,PH ELITE DUO  DH 6 x 8  25 METROS,2020-09-22,430117.18
57931,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-07,4229.18
57934,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-26,33902.9
57939,SE ELITE CORTADA 1000 X 12,2019-10-19,7833.3
57942,PH ELITE PLUS DH 24 X 2,2019-09-22,537.46
57946,PH ELITE DH 2 X 10 LA,2019-12-02,720499.31
57951,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-12-14,9982.08
57955,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-07-10,1156.47
57959,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-16,334187.32
57961,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-04-14,333682.49
57962,SE ELITE CORTADA 1000 X 12,2021-06-08,8584.15
57967,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-07,2016.38
57971,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-19,68445.39
57975,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-08-19,2865.81
57979,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-10,13427.32
57981,PH ELITE DUO  DH 4x12 25 METROS,2020-04-16,342166.68
57982, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-11,4701.18
57984,PH NOBLE DH 24 X 2,2020-07-01,295568.43
57987,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-11-12,115996.72
57989,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-16,7512.78
57996,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-17,978.87
57997,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-05,32896.37
57999,RC NOVA DH MEGAROLLO  2 X 6,2020-05-04,50644.22
58000,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-05,1105.99
58004,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-11,139474.91
58008,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-16,463523.0
58009,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-17,323704.2
58011,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-05-19,284361.12
58012,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-05,8703.91
58015,PH NOBLE DH 2 X 10,2020-03-08,70866.91
58016,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-11,1843.34
58018, PH ELITE PLUS DH VERTICAL 6 X 8,2020-07-18,44254.92
58020,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-13,6372.33
58025,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-09-15,943.2
58027,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-23,326780.92
58030,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-19,6154.44
58031,RC NOVA DH MEGAROLLO  1 X 12,2019-09-02,259340.47
58035,PH NOBLE DH 24 X 2,2020-01-29,87809.23
58037,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-09,135818.7
58040,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-24,106431.97
58042,PH NOBLE DH 2 X 10,2020-09-07,1789010.61
58043,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-12,7763.48
58046,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-12,24283.45
58055,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-08-08,181024.31
58056,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-15,3227.3
58060,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-11,200802.2
58061,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-24,8667.78
58062,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-09-27,2263.88
58064,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-02-16,7.63
58065,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-02,11426.31
58071,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-10-28,264410.22
