,Distribuidor,Fecha,Soles
27910,LANCERO - LA MERCED,2020-12-19,1133.12
27911,LANCERO - PUCALLPA,2020-12-19,18403.93
27913,CODIJISA - PIURA,2020-12-21,319740.78
27914,CURTIS ESTE,2020-12-21,24316.04
27915,DIJISA - CHINCHA,2020-12-21,35611.18
27916,DISTRIBUIDORA CCM,2020-12-21,453346.61
27918,DYCART,2020-12-21,532298.16
27919,KONSUMASS,2020-12-21,74483.72
27920,LA GENOVESA - MOQUEGUA,2020-12-21,4720.67
27921,LANCERO - HUANUCO,2020-12-21,6456.34
27922,TAMBOS AQP,2020-12-21,85721.75
27923,ECONOMYSA,2020-12-22,222463.02
27924,ESTILOS,2020-12-22,16697.71
27925,GRUPO SVS,2020-12-22,47618.4
27927,P&PJ CHINCHA,2020-12-22,213339.45
27928,RICMAN,2020-12-22,63072.85
27929,SAUL,2020-12-22,77832.29
27930,SIPAN - Y,2020-12-22,219244.74
27931,DACIA - LIMA,2020-12-23,35989.63
27933,DIPSA-ANDAHUAYLAS,2020-12-23,106712.59
27934,LAGUI,2020-12-23,5154.66
27935,LIDER - CHEPEN,2020-12-23,4923.1
27936,PANAM,2020-12-23,39153.22
27937,CHUPACA BUSINESS,2020-12-24,56254.24
27938,MOLISAC,2020-12-24,106921.19
27939,CORPORACION_VEGA,2020-12-25,831.7
27940,MELVIN MICHEL AL,2020-12-25,184453.12
27941,DIJISA - AYACUCHO,2020-12-26,6270.62
27942,TAMBOS LIMA,2020-12-26,300045.6
27943,AGA - TARAPOTO,2020-12-28,135051.23
27944,EUROVA,2020-12-28,1469758.68
27945,GIANELA,2020-12-28,119971.85
27946,LANCERO - LA MERCED,2020-12-28,2345.25
27947,STA APOLONIA - CH,2020-12-28,126329.21
27949,CODIJISA - CHIMBOTE,2020-12-29,41862.9
27950,DIJISA - LIMA,2020-12-29,19450.93
27951,LYG-CD_SAC,2020-12-29,311507.12
27953,CODIJISA - PIURA,2020-12-30,545121.18
27955,CURTIS ESTE,2020-12-30,34095.92
27956,DIJISA - CHINCHA,2020-12-30,36031.82
27957,DIPSA-ABANCAY,2020-12-30,22197.64
27959,KONSUMASS,2020-12-30,78041.07
27960,LA GENOVESA - MOQUEGUA,2020-12-30,14893.37
27961,RODAMEOS,2020-12-30,41914.83
27962,SODALES,2020-12-30,106964.72
27963,TAMBOS AQP,2020-12-30,191631.64
27964,URBANO,2020-12-30,175725.37
27965,DIJISA - AYACUCHO,2020-12-31,9378.38
27966,LA GENOVESA - MOQUEGUA,2020-05-04,6270.39
27967,LANCERO - LA MERCED,2020-05-04,2711.58
27968,MARRACHE,2020-05-04,25302.18
27969,MYG,2020-05-04,8210.06
27970,DIJISA - ICA,2020-05-05,28071.56
27971,DISART,2020-05-05,94287.8
27972,DROGUERIA SAN MARTIN,2020-05-05,140135.38
27973,LIDER - CHEPEN,2020-05-05,23187.88
27974,TAMBOS AQP,2020-05-05,29662.45
27975,CASA GRANDE,2020-05-06,217373.2
27976,ESTILOS,2020-05-06,6143.34
27977,LA GENOVESA - TACNA,2020-05-06,26487.18
27978,LIDER - CHEPEN,2020-05-06,20680.0
27979,P&PJ CHINCHA,2020-05-06,262972.4
27980,SIPAN - Y,2020-05-06,166581.81
27981,TAMBOS AQP,2020-05-06,98209.55
27982,CASA GRANDE,2020-05-07,207458.3
27983,DIJISA - CHINCHA,2020-05-07,41777.19
27984,ESTILOS,2020-05-07,37471.19
27985,LA GENOVESA - TACNA,2020-05-07,22441.54
27987,P&PJ CHINCHA,2020-05-07,357496.3
27988,SIPAN - Y,2020-05-07,158417.78
27989,AGA - MOYOBAMBA,2020-05-08,10725.57
27990,CHUPACA BUSINESS,2020-05-08,26045.64
27991,DIJISA - CHINCHA,2020-05-08,30070.97
27992,FERROL,2020-05-08,30611.29
27993,5M DISTRIBUCIONES,2020-05-09,19507.41
27994,AGA - MOYOBAMBA,2020-05-09,46175.55
27995,CHUPACA BUSINESS,2020-05-09,79616.78
27997,PANAM,2020-05-09,18104.27
27998,CALLAYUC,2020-05-11,323188.27
27999,CORPORACION_VEGA,2020-05-11,90695.34
28000,JRC - ICA,2020-05-11,86096.29
28001,LYG-CD_SAC,2020-05-11,176644.87
28002,CALLAYUC,2020-05-12,386104.14
28003,CODIJISA - CHIMBOTE,2020-05-12,26030.81
28005,CORPORACION_VEGA,2020-05-12,116749.43
28006,DIPSA-ABANCAY,2020-05-12,21602.17
28007,DISTRIBUIDORA CCM,2020-05-12,522688.83
28008,JRC - ICA,2020-05-12,62301.16
28009,LIDER - TRUJILLO,2020-05-12,3916.97
28010,LYG-CD_SAC,2020-05-12,126284.98
28011,SODALES,2020-05-12,425248.78
28012,DACIA - LIMA,2020-05-13,41784.18
28013,DIPSA-ABANCAY,2020-05-13,40224.08
28015,DISTRIBUIDORA CCM,2020-05-13,935337.13
28016,ECONOMYSA,2020-05-13,174427.89
28017,LANCERO - HUANUCO,2020-05-13,17911.45
28020,SODALES,2020-05-13,178075.6
28021,VEGA - ESTE,2020-05-13,54839.39
28022,ARCANGEL,2020-05-14,76224.84
28024,ECONOMYSA,2020-05-14,185104.11
28025,GIANELA,2020-05-14,106254.65
28027,RODAMEOS,2020-05-14,88191.02
28028,ARCANGEL,2020-05-15,192588.16
28029,DIPSA-ANDAHUAYLAS,2020-05-15,40562.76
28030,RODAMEOS,2020-05-15,62223.64
28031,DYCART,2020-05-16,264134.27
28032,EDUFARMA MERCADO,2020-05-16,155790.7
28033,CODIFER,2020-05-18,36497.8
28034,DICOBELSA - LIMA,2020-05-18,55087.95
28035,DROGUERIA SAN MARTIN,2020-05-18,38903.8
28036,GUMISA - HUARAZ,2020-05-18,237244.46
28037,LANCERO - LA MERCED,2020-05-18,2613.71
28038,MARRACHE,2020-05-18,30257.38
28039,VEGA - CENTRO,2020-05-18,65802.1
28040,CODIFER,2020-05-19,31099.69
28041,DICOBELSA - LIMA,2020-05-19,54763.19
28042,DIJISA - ICA,2020-05-19,17120.84
28043,DISART,2020-05-19,57699.59
28044,DROGUERIA SAN MARTIN,2020-05-19,22446.9
28045,LANCERO - TINGO MARIA,2020-05-19,4252.99
28046,TAMBOS AQP,2020-05-19,97168.43
28047,TAYMI,2020-05-19,1103033.67
28048,VEGA - CENTRO,2020-05-19,69450.95
28049,DIJISA - LIMA,2020-05-20,22758.69
28050,LANCERO - TINGO MARIA,2020-05-20,13852.33
28051,SAN JUAN,2020-05-20,43034.98
28052,TAMBOS AQP,2020-05-20,171752.46
28053,TAYMI,2020-05-20,255652.69
28054,CURTIS ESTE,2020-05-21,15137.07
28055,DIJISA - CHINCHA,2020-05-21,30624.54
28056,DIJISA - LIMA,2020-05-21,25251.06
28057,EUROVA,2020-05-21,1082899.04
28058,P&PJ CHINCHA,2020-05-21,192537.22
28059,SAN JUAN,2020-05-21,67163.51
28060,CURTIS ESTE,2020-05-22,15112.22
28061,DIJISA - CHINCHA,2020-05-22,19400.82
28062,EUROVA,2020-05-22,91459.03
28064,STA APOLONIA - T,2020-05-22,99138.87
28065,AGA - TARAPOTO,2020-05-23,28940.79
28066,CHUPACA BUSINESS,2020-05-23,170886.67
28067,KONSUMASS,2020-05-23,130526.34
28069,STA APOLONIA - T,2020-05-23,96786.92
28071,DIJISA - AYACUCHO,2020-05-25,13932.17
28072,MYL_HERMANOS,2020-05-25,290358.41
28073,PATITA SAC,2020-05-25,28166.84
28074,CORPORACION_VEGA,2020-05-26,45220.16
28075,GRUPO SVS,2020-05-26,344960.14
28076,LIDER - TRUJILLO,2020-05-26,12508.93
28077,MYL_HERMANOS,2020-05-26,210767.15
28078,CURTIS NORTE,2020-05-27,6027.13
28080,JRC - NAZCA,2020-05-27,11302.54
28082,LIDER - TRUJILLO,2020-05-27,15879.34
28083,VEGA - ESTE,2020-05-27,50596.98
28084,VEGA - NORTE,2020-05-27,112564.3
28085,ALMACENES_SEVILLANO,2020-05-28,32816.45
28087,CURTIS NORTE,2020-05-28,11241.78
28089,ECONOMYSA,2020-05-28,161435.04
28090,GIANELA,2020-05-28,107331.53
28091,LANCERO - PUCALLPA,2020-05-28,39399.83
28093,MOLISAC,2020-05-28,107782.36
28095,STA APOLONIA - CH,2020-05-28,58914.01
28096,TCA SAC,2020-05-28,32305.52
28097,VEGA - ESTE,2020-05-28,22181.38
28098,ALMACENES_SEVILLANO,2020-05-29,29397.15
28100,DIPSA-AYACUCHO,2020-05-29,190871.87
28101,GIANELA,2020-05-29,16071.23
28103,LANCERO - PUCALLPA,2020-05-29,24438.77
28104,RODAMEOS,2020-05-29,15622.71
28105,STA APOLONIA - CH,2020-05-29,36350.4
28106,VEGA - SUR,2020-05-29,22399.14
28107,DIPSA-AYACUCHO,2020-05-30,74442.43
28108,DYCART,2020-05-30,376304.61
28110,VEGA - SUR,2020-05-30,45734.95
28112,GUMISA - HUARAZ,2020-06-01,47277.04
28113,LAGUI,2020-06-01,11002.54
28114,SAUL,2020-06-01,58991.69
28115,DIPSA-ABANCAY,2020-08-31,15678.08
28116,ECONOMYSA,2020-08-31,124387.21
28117,RICMAN,2020-08-31,101256.21
28118,RODAMEOS,2020-08-31,75367.26
28119,SAUL,2020-08-31,39437.54
28120,SODALES,2020-08-31,276498.83
28121,URBANO,2020-08-31,209357.73
28123,CODIJISA - TRUJILLO,2020-09-01,30257.75
28125,DACIA - LIMA,2020-09-01,26006.68
28127,DIJISA - HUANCAYO,2020-09-01,3312.96
28128,DIPSA-ANDAHUAYLAS,2020-09-01,53879.72
28129,EDUSA,2020-09-01,25900.13
28130,LAGUI,2020-09-01,143730.68
28131,ARCANGEL,2020-09-02,71693.17
28134,CODIFER,2020-09-03,39038.15
28135,DICOBELSA - LIMA,2020-09-03,31130.13
28136,EDUFARMA MERCADO,2020-09-03,100702.32
28137,GUMISA - HUARAZ,2020-09-03,19598.99
28138,LA GENOVESA - ILO,2020-09-03,2585.31
28139,LANCERO - TINGO MARIA,2020-09-03,8545.75
28140,MELVIN MICHEL AL,2020-09-03,169742.5
28141,SAN JUAN,2020-09-03,49399.13
28143,TAYMI,2020-09-03,234330.78
28144,VEGA - CENTRO,2020-09-03,30796.81
28145,ZV,2020-09-03,106612.88
28146,RICMAN,2020-09-04,58842.97
28147,TAMBOS LIMA,2020-09-04,252100.97
28148,DIJISA - ICA,2020-09-05,9997.05
28149,DROGUERIA SAN MARTIN,2020-09-05,105792.29
28150,MARRACHE,2020-09-05,25686.75
28151,DIJISA - LIMA,2020-09-07,18878.64
28152,MYG,2020-09-07,13196.82
28153,SAN JUAN,2020-09-07,59696.75
28154,TAYMI,2020-09-07,210556.7
28156,CODIJISA - PIURA,2020-09-08,250753.62
28157,CURTIS ESTE,2020-09-08,23496.38
28158,DIJISA - CHINCHA,2020-09-08,19761.19
28160,KONSUMASS,2020-09-08,67318.87
28161,LA GENOVESA - MOQUEGUA,2020-09-08,2678.68
28162,STA APOLONIA - T,2020-09-08,55718.91
28163,TAMBOS AQP,2020-09-08,69160.96
28164,DIJISA - AYACUCHO,2020-09-09,6081.27
28165,ESTILOS,2020-09-09,2897.03
28166,GRUPO SVS,2020-09-09,24008.85
28168,MYL_HERMANOS,2020-09-09,254676.51
28169,P&PJ CHINCHA,2020-09-09,245878.29
28170,SIPAN - Y,2020-09-09,232479.07
28171,CASA GRANDE,2020-09-10,211838.65
28172,LA GENOVESA - TACNA,2020-09-10,31126.71
28173,LIDER - CHEPEN,2020-09-10,7901.53
28175,PANAM,2020-09-10,28321.03
28176,CHUPACA BUSINESS,2020-09-11,43334.11
28177,MOLISAC,2020-09-11,122571.2
28178,VEGA - NORTE,2020-09-11,97423.42
28179,AGA - MOYOBAMBA,2020-09-12,15816.39
28180,ALMACENES_SEVILLANO,2020-09-12,30488.9
28181,CORPORACION_VEGA,2020-09-12,32424.67
28182,FERROL,2020-09-12,68684.38
28183,JRC - NAZCA,2020-09-12,16787.11
28184,LIDER - TRUJILLO,2020-09-12,12757.34
28186,PATITA SAC,2020-09-12,53369.17
28187,TCA SAC,2020-09-12,64051.08
28188,TEMMY,2020-09-12,36103.22
28189,CALLAYUC,2020-09-14,161714.23
28190,CURTIS NORTE,2020-09-14,9028.22
28191,LANCERO - PUCALLPA,2020-09-14,22920.05
28192,AGA - JAEN,2020-09-15,30841.6
28193,DIPSA-AYACUCHO,2020-09-15,118090.45
28194,GIANELA,2020-09-15,192855.94
28195,JRC - ICA,2020-09-15,34549.95
28198,STA APOLONIA - CH,2020-09-15,59732.23
28199,VEGA - SUR,2020-09-15,22085.17
28200,CODIJISA - CHIMBOTE,2020-09-16,17870.71
28201,DISTRIBUIDORA CCM,2020-09-16,800352.11
28202,DYCART,2020-09-16,445575.72
28203,LANCERO - HUANUCO,2020-09-16,15885.79
28204,LYG-CD_SAC,2020-09-16,134245.67
28205,DIPSA-ABANCAY,2020-09-17,7381.56
28206,ECONOMYSA,2020-09-17,149997.92
28207,RICMAN,2020-09-17,27590.68
28208,RODAMEOS,2020-09-17,22339.41
28209,SAUL,2020-09-17,36686.85
28210,SODALES,2020-09-17,162174.67
28211,URBANO,2020-09-17,31462.23
28213,CODIJISA - TRUJILLO,2020-09-18,39147.21
28215,DACIA - LIMA,2020-09-18,32858.7
28217,DIJISA - HUANCAYO,2020-09-18,9475.74
28218,DIPSA-ANDAHUAYLAS,2020-09-18,52006.44
28219,EDUSA,2020-09-18,27659.99
28220,LAGUI,2020-09-18,114336.18
28221,ARCANGEL,2020-09-19,96688.32
28223,TAMBOS AQP,2020-09-21,126869.86
28224,TAMBOS LIMA,2020-09-21,362604.81
28225,DIJISA - ICA,2020-09-22,15807.03
28226,DROGUERIA SAN MARTIN,2020-09-22,44004.38
28228,MARRACHE,2020-09-22,142724.27
28229,AGA - TARAPOTO,2020-09-23,7689.77
28230,DISART,2020-09-23,116893.9
28231,EUROVA,2020-09-23,382685.35
28232,LANCERO - LA MERCED,2020-09-23,1132.97
28233,LIDER - CHEPEN,2020-09-23,50609.44
28234,DIJISA - LIMA,2020-09-24,17422.63
28235,MYG,2020-09-24,14182.53
28237,CODIJISA - PIURA,2020-09-25,102107.9
28238,CURTIS ESTE,2020-09-25,22482.87
28239,DIJISA - CHINCHA,2020-09-25,23794.62
28241,KONSUMASS,2020-09-25,50007.58
28242,LA GENOVESA - MOQUEGUA,2020-09-25,1476.25
28244,PATITA SAC,2020-09-25,62291.25
28245,STA APOLONIA - T,2020-09-25,117239.63
28246,TAMBOS AQP,2020-09-25,39039.54
28247,DIJISA - AYACUCHO,2020-09-26,4837.56
28248,ESTILOS,2020-09-26,7951.56
28249,GRUPO SVS,2020-09-26,36395.93
28250,MYL_HERMANOS,2020-09-26,236269.97
28251,P&PJ CHINCHA,2020-09-26,211255.79
28252,SIPAN - Y,2020-09-26,202620.83
28253,LIDER - CHEPEN,2020-09-27,3099.15
28254,CHUPACA BUSINESS,2020-09-28,73433.59
28255,MOLISAC,2020-09-28,105998.37
28256,VEGA - NORTE,2020-09-28,103253.49
28257,AGA - MOYOBAMBA,2020-09-29,7002.87
28258,ALMACENES_SEVILLANO,2020-09-29,293934.74
28259,CORPORACION_VEGA,2020-09-29,20843.43
28260,FERROL,2020-09-29,48897.66
28261,JRC - NAZCA,2020-09-29,14959.72
28262,LIDER - TRUJILLO,2020-09-29,4775.25
28264,PATITA SAC,2020-09-29,47818.09
28265,TCA SAC,2020-09-29,44930.5
28266,TEMMY,2020-09-29,66770.75
28267,LIDER - CHEPEN,2020-12-24,6304.78
28268,TAMBOS AQP,2020-12-24,95857.6
28269,TAYMI,2020-12-24,362123.15
28270,CHUPACA BUSINESS,2020-12-26,14386.42
28271,CURTIS ESTE,2020-12-26,28718.48
28272,DIJISA - CHINCHA,2020-12-26,20160.05
28273,EUROVA,2020-12-26,89135.79
28274,STA APOLONIA - T,2020-12-26,76078.04
28275,DIJISA - AYACUCHO,2020-12-28,11640.0
28277,PANAM,2020-12-28,79761.81
28278,PATITA SAC,2020-12-28,72819.86
28280,CORPORACION_VEGA,2020-12-29,26203.49
28281,DIJISA - AYACUCHO,2020-12-29,3474.39
28282,MYL_HERMANOS,2020-12-29,489567.9
28283,PATITA SAC,2020-12-29,87367.08
28284,CALLAYUC,2020-12-30,347977.14
28285,CORPORACION_VEGA,2020-12-30,62183.59
28286,GRUPO SVS,2020-12-30,125619.09
28287,LIDER - TRUJILLO,2020-12-30,17184.53
28288,CURTIS NORTE,2020-12-31,9896.05
28289,DIPSA-ABANCAY,2020-12-31,26892.48
28291,VEGA - ESTE,2020-12-31,24503.15
28292,ALMACENES_SEVILLANO,2021-01-02,5710.06
28293,DIPSA-AYACUCHO,2021-01-02,57549.9
28294,GIANELA,2021-01-02,18119.48
28296,DYCART,2021-01-04,323597.77
28297,SAUL,2021-01-04,53553.49
28299,CODIFER,2021-01-05,59536.4
28300,DICOBELSA - LIMA,2021-01-05,40376.32
28301,GUMISA - HUARAZ,2021-01-05,55047.81
28302,LAGUI,2021-01-05,48859.58
28303,SAUL,2021-01-05,91360.82
28304,URBANO,2021-01-05,68152.64
28305,VEGA - CENTRO,2021-01-05,69813.92
28306,CODIFER,2021-01-06,64743.15
28307,CODIJISA - TRUJILLO,2021-01-06,87648.11
28308,DICOBELSA - LIMA,2021-01-06,34707.79
28309,GUMISA - HUARAZ,2021-01-06,132295.41
28310,LANCERO - TINGO MARIA,2021-01-06,16297.27
28311,RICMAN,2021-01-06,24702.37
28312,URBANO,2021-01-06,52879.03
28313,VEGA - CENTRO,2021-01-06,175829.14
28314,CODIJISA - TRUJILLO,2021-01-07,115187.4
28315,DIJISA - LIMA,2021-01-07,24436.41
28316,LANCERO - TINGO MARIA,2021-01-07,8185.39
28317,RICMAN,2021-01-07,2689.58
28318,SAN JUAN,2021-01-07,67384.74
28319,TAYMI,2021-01-07,401837.03
28321,CURTIS ESTE,2021-01-08,21033.27
28322,DIJISA - LIMA,2021-01-08,16362.7
28323,EUROVA,2021-01-08,144342.66
28324,SAN JUAN,2021-01-08,80667.65
28325,TAMBOS LIMA,2021-01-08,372667.13
28327,CURTIS ESTE,2021-01-09,28080.7
28328,EUROVA,2021-01-09,451837.88
28329,TAMBOS LIMA,2021-01-09,393263.81
28330,AGA - TARAPOTO,2021-01-11,85375.2
28332,KONSUMASS,2021-01-11,302250.39
28334,LA GENOVESA - MOQUEGUA,2021-01-12,2555.33
28335,MYG,2021-01-12,7260.59
28336,MYL_HERMANOS,2021-01-12,368205.54
28337,PATITA SAC,2021-01-12,89812.65
28339,GRUPO SVS,2021-01-13,140527.51
28340,LA GENOVESA - MOQUEGUA,2021-01-13,2788.85
28341,MYG,2021-01-13,12783.2
28342,MYL_HERMANOS,2021-01-13,347362.16
28343,CURTIS NORTE,2021-01-14,9035.48
28344,GRUPO SVS,2021-01-14,386686.05
28345,JRC - NAZCA,2021-01-14,28422.0
28346,VEGA - NORTE,2021-01-14,73803.72
28347,ALMACENES_SEVILLANO,2021-01-15,54532.62
28348,CURTIS NORTE,2021-01-15,6057.8
28350,ESTILOS,2021-01-15,7082.95
28351,JRC - NAZCA,2021-01-15,8179.26
28352,LANCERO - PUCALLPA,2021-01-15,27904.27
28353,MOLISAC,2021-01-15,92045.06
28355,SIPAN - Y,2021-01-15,203394.28
28356,TCA SAC,2021-01-15,28641.83
28357,VEGA - NORTE,2021-01-15,106342.75
28358,ALMACENES_SEVILLANO,2021-01-16,27356.7
28359,FERROL,2021-01-16,62770.06
28360,GIANELA,2021-01-16,96953.48
28362,LANCERO - PUCALLPA,2021-01-16,14006.21
28363,MOLISAC,2021-01-16,111475.02
28364,STA APOLONIA - CH,2021-01-16,69916.98
28365,TCA SAC,2021-01-16,24684.6
28366,VEGA - SUR,2021-01-16,39141.02
28367,5M DISTRIBUCIONES,2021-01-18,40425.8
28368,AGA - JAEN,2021-01-18,54116.89
28370,DYCART,2021-01-18,307351.8
28371,TEMMY,2021-01-18,78356.34
28373,AGA - JAEN,2021-01-19,13310.71
28374,LAGUI,2021-01-19,46885.93
28375,SAUL,2021-01-19,64570.41
28376,URBANO,2021-01-19,60664.78
28378,CODIJISA - CHIMBOTE,2021-01-20,12164.55
28380,GUMISA - HUARAZ,2021-01-20,111329.65
28381,JRC - ICA,2021-01-20,64184.34
28382,LAGUI,2021-01-20,34064.58
28383,URBANO,2021-01-20,59473.87
28384,CODIJISA - CHIMBOTE,2021-01-21,27046.04
28385,CODIJISA - TRUJILLO,2021-01-21,51065.39
28387,DACIA - LIMA,2021-01-21,18791.78
28388,DISTRIBUIDORA CCM,2021-01-21,1099262.71
28389,LANCERO - HUANUCO,2021-01-21,5261.58
28390,RICMAN,2021-01-21,19547.46
28391,SODALES,2021-01-21,146714.9
28393,DACIA - LIMA,2021-01-22,16945.51
28394,DIJISA - HUANCAYO,2021-01-22,11706.74
28395,EDUSA,2021-01-22,32323.76
28396,LA GENOVESA - ILO,2021-01-22,5539.57
28398,DIJISA - HUANCAYO,2021-01-23,21537.04
28399,DIPSA-ANDAHUAYLAS,2021-01-23,184548.47
28400,EDUSA,2021-01-23,34453.93
28401,LA GENOVESA - ILO,2021-01-23,4032.81
28402,TAMBOS LIMA,2021-01-23,423802.67
28405,EDUFARMA MERCADO,2021-01-25,174725.43
28406,KONSUMASS,2021-01-25,66854.05
28408,ZV,2021-01-25,55357.77
28409,CODIJISA - PIURA,2021-01-26,146719.94
28410,LA GENOVESA - MOQUEGUA,2021-01-26,4610.6
28411,LANCERO - LA MERCED,2021-01-26,3419.68
28412,MARRACHE,2021-01-26,86920.45
28413,MELVIN MICHEL AL,2021-01-26,130964.53
28414,CODIJISA - PIURA,2021-01-27,228285.55
28415,DIJISA - ICA,2021-01-27,17179.57
28416,DISART,2021-01-27,68823.62
28417,DROGUERIA SAN MARTIN,2021-01-27,50191.23
28418,URBANO,2020-06-01,38674.59
28419,CODIFER,2020-06-02,36469.18
28420,CODIJISA - TRUJILLO,2020-06-02,14151.07
28421,DICOBELSA - LIMA,2020-06-02,47837.68
28422,GUMISA - HUARAZ,2020-06-02,113195.47
28423,LAGUI,2020-06-02,121247.45
28424,RICMAN,2020-06-02,94746.53
28425,URBANO,2020-06-02,44065.08
28426,VEGA - CENTRO,2020-06-02,54653.95
28427,CODIJISA - TRUJILLO,2020-06-03,37476.96
28428,LANCERO - TINGO MARIA,2020-06-03,11976.47
28429,RICMAN,2020-06-03,31114.41
28430,SAN JUAN,2020-06-03,62670.2
28431,TAYMI,2020-06-03,559578.87
28433,DIJISA - HUANCAYO,2020-06-04,22195.76
28434,DIJISA - LIMA,2020-06-04,21536.94
28435,EDUSA,2020-06-04,27844.66
28436,LA GENOVESA - ILO,2020-06-04,2341.63
28437,SAN JUAN,2020-06-04,51472.4
28438,TAMBOS LIMA,2020-06-04,449737.64
28440,CURTIS ESTE,2020-06-05,14955.73
28441,EUROVA,2020-06-05,583901.2
28442,TAMBOS LIMA,2020-06-05,437098.68
28443,AGA - TARAPOTO,2020-06-06,92894.75
28444,KONSUMASS,2020-06-06,91983.48
28445,STA APOLONIA - T,2020-06-06,216875.17
28446,ZV,2020-06-06,50883.59
28448,CODIJISA - PIURA,2020-06-08,308115.2
28449,LA GENOVESA - MOQUEGUA,2020-06-08,8605.72
28450,MYG,2020-06-08,8683.09
28452,GRUPO SVS,2020-06-09,238964.06
28454,LA GENOVESA - MOQUEGUA,2020-06-09,2639.1
28455,MYG,2020-06-09,8890.7
28456,MYL_HERMANOS,2020-06-09,329243.23
28457,GRUPO SVS,2020-06-10,8192.56
28458,JRC - NAZCA,2020-06-10,13672.28
28459,LIDER - CHEPEN,2020-06-10,6086.62
28460,VEGA - NORTE,2020-06-10,119595.4
28461,CASA GRANDE,2020-06-11,278153.11
28462,CURTIS NORTE,2020-06-11,7263.52
28463,ESTILOS,2020-06-11,29799.47
28464,JRC - NAZCA,2020-06-11,19387.12
28465,MOLISAC,2020-06-11,96160.36
28466,SIPAN - Y,2020-06-11,213119.33
28467,TCA SAC,2020-06-11,26610.74
28468,VEGA - NORTE,2020-06-11,107281.32
28469,ALMACENES_SEVILLANO,2020-06-12,10196.74
28470,LANCERO - PUCALLPA,2020-06-12,36293.74
28471,MOLISAC,2020-06-12,133963.25
28472,SIPAN - Y,2020-06-12,223937.64
28473,TCA SAC,2020-06-12,34315.29
28474,VEGA - SUR,2020-06-12,26040.9
28475,AGA - MOYOBAMBA,2020-06-13,21916.3
28476,FERROL,2020-06-13,44049.15
28478,TEMMY,2020-06-13,19070.63
28479,VEGA - SUR,2020-06-13,41235.3
28480,5M DISTRIBUCIONES,2020-06-15,25434.25
28481,AGA - JAEN,2020-06-15,24307.9
28483,CALLAYUC,2020-06-16,203753.71
28484,CODIJISA - CHIMBOTE,2020-06-16,33155.92
28486,JRC - ICA,2020-06-16,46947.72
28487,LAGUI,2020-06-16,232796.18
28488,LYG-CD_SAC,2020-06-16,202374.15
28489,URBANO,2020-06-16,37051.57
28490,CODIJISA - CHIMBOTE,2020-06-17,23523.57
28492,DACIA - LIMA,2020-06-17,28191.6
28493,DIPSA-ABANCAY,2020-06-17,6334.12
28494,DISTRIBUIDORA CCM,2020-06-17,802081.39
28495,JRC - ICA,2020-06-17,46240.78
28496,LANCERO - HUANUCO,2020-06-17,16959.64
28497,RICMAN,2020-06-17,49192.59
28498,SODALES,2020-06-17,195318.07
28499,DACIA - LIMA,2020-06-18,20744.05
28500,DIJISA - HUANCAYO,2020-06-18,13288.09
28501,DISTRIBUIDORA CCM,2020-06-18,856822.09
28502,EDUSA,2020-06-18,32765.13
28503,LA GENOVESA - ILO,2020-06-18,3309.81
28504,LANCERO - HUANUCO,2020-06-18,6271.56
28505,SODALES,2020-06-18,99759.6
28506,ARCANGEL,2020-06-19,73025.22
28507,DIJISA - HUANCAYO,2020-06-19,13719.38
28508,DIPSA-ANDAHUAYLAS,2020-06-19,35202.21
28509,EDUSA,2020-06-19,30519.62
28510,LA GENOVESA - ILO,2020-06-19,1504.2
28511,TAMBOS LIMA,2020-06-19,544769.99
28512,DIPSA-ANDAHUAYLAS,2020-06-20,60362.24
28513,ZV,2020-06-20,102036.65
28514,CODIJISA - PIURA,2020-06-22,186401.97
28515,EDUFARMA MERCADO,2020-06-22,173158.92
28516,LANCERO - LA MERCED,2020-06-22,1425.0
28517,MARRACHE,2020-06-22,13302.8
28518,CODIJISA - PIURA,2020-06-23,239371.91
28519,DIJISA - ICA,2020-06-23,12167.46
28520,DISART,2020-06-23,62961.31
28521,DROGUERIA SAN MARTIN,2020-06-23,70252.51
28523,LA GENOVESA - MOQUEGUA,2020-06-23,2039.69
28524,LANCERO - LA MERCED,2020-06-23,2118.78
28525,MARRACHE,2020-06-23,34722.0
28526,MYG,2020-06-23,18907.24
28527,DIJISA - ICA,2020-06-24,21802.09
28528,DISART,2020-06-24,55981.95
28530,LIDER - CHEPEN,2020-06-24,2798.48
28531,TAMBOS AQP,2020-06-24,120019.3
28532,CASA GRANDE,2020-06-25,157683.58
28533,ESTILOS,2020-06-25,14688.11
28534,LA GENOVESA - TACNA,2020-06-25,48027.72
28535,LIDER - CHEPEN,2020-06-25,7261.81
28536,P&PJ CHINCHA,2020-06-25,212611.12
28537,SIPAN - Y,2020-06-25,132305.32
28538,TAMBOS AQP,2020-06-25,41655.64
28539,CASA GRANDE,2020-06-26,200472.56
28540,DIJISA - CHINCHA,2020-06-26,16429.14
28541,ESTILOS,2020-06-26,8056.8
28542,LA GENOVESA - TACNA,2020-06-26,68064.14
28544,P&PJ CHINCHA,2020-06-26,167226.35
28545,SIPAN - Y,2020-06-26,294319.93
28546,AGA - MOYOBAMBA,2020-06-27,4953.19
28547,CHUPACA BUSINESS,2020-06-27,1999.84
28548,DIJISA - CHINCHA,2020-06-27,14126.62
28549,FERROL,2020-06-27,52194.14
