,Categoria,Fecha,Soles
3207,10 Toallas Femeninas,2020-08-04,177408.54
3208,01 Mascotas,2020-06-03,35.84
3209,10 Toallas Femeninas,2020-01-31,317346.02
3210,03 Servilletas Masivos,2020-07-22,235642.27
3211,04 Pañuelos Masivos,2020-08-15,5594.95
3212,11 Toallas Húmedas,2020-09-14,46943.0
3213,01 Higiénicos Masivos,2020-11-12,5426648.8
3214,01 Mascotas,2021-01-21,665.69
3215,03 Servilletas Masivos,2020-07-16,255269.7
3216,04 Pañuelos Masivos,2021-02-17,3853.16
3217,05 Pañales Bebe,2020-05-14,3102239.81
3218,02 Rollos de Cocina,2020-11-17,1362386.05
3219,38 Pañales Adultos,2020-04-17,106643.8
3220,05 Pañales Bebe,2019-11-10,52163.45
3221,01 Higiénicos Masivos,2020-05-07,6302651.0
3222,11 Toallas Húmedas,2020-09-17,51557.91
3223,02 Rollos de Cocina,2020-05-15,1366571.25
3224,38 Pañales Adultos,2020-10-20,75121.51
3225,03 Servilletas Masivos,2020-07-25,263250.08
3226,05 Pañales Bebe,2019-11-19,1989473.4
3227,38 Pañales Adultos,2020-02-22,79045.73
3228,01 Higiénicos Masivos,2019-11-12,6179706.31
3229,10 Toallas Femeninas,2020-02-03,171035.45
3230,02 Rollos de Cocina,2019-11-17,30418.51
3231,38 Pañales Adultos,2021-04-15,64028.06
3232,05 Pañales Bebe,2021-01-10,71302.27
3233,11 Toallas Húmedas,2021-03-16,68284.04
3234,03 Servilletas Masivos,2021-03-14,9442.92
3235,04 Pañuelos Masivos,2020-02-20,6214.14
3236,01 Mascarilla ,2021-03-23,2582.4
3237,02 Rollos de Cocina,2020-05-24,10879.66
3238,01 Higiénicos Masivos,2020-05-16,4847539.44
3239,01 Mascotas,2020-07-25,294.17
3240,11 Toallas Húmedas,2020-01-23,52100.85
3241,10 Toallas Femeninas,2021-03-30,334625.59
3242,03 Servilletas Masivos,2020-01-21,844470.94
3243,04 Pañuelos Masivos,2020-02-14,6915.09
3244,02 Rollos de Cocina,2020-05-18,1251235.16
3245,03 Servilletas Masivos,2020-01-18,577958.87
3246,38 Pañales Adultos,2020-10-14,87324.71
3247,11 Toallas Húmedas,2021-03-19,61594.01
3248,05 Pañales Bebe,2019-11-16,2048012.41
3249,10 Toallas Femeninas,2020-09-25,191279.69
3250,04 Pañuelos Masivos,2020-08-21,5715.65
3251,38 Pañales Adultos,2020-02-25,94304.23
3252,02 Rollos de Cocina,2020-11-20,970059.13
3253,01 Mascotas,2021-01-27,17.92
3254,05 Pañales Bebe,2020-05-20,2298040.3
3255,38 Pañales Adultos,2021-04-18,1662.2
3256,01 Mascarilla ,2021-03-17,8864.97
3257,04 Pañuelos Masivos,2021-04-10,50398.69
3258,11 Toallas Húmedas,2021-03-13,59890.61
3259,01 Higiénicos Masivos,2021-01-03,95663.41
3260,38 Pañales Adultos,2021-04-12,39662.4
3261,05 Pañales Bebe,2021-01-07,2375192.04
3262,01 Higiénicos Masivos,2020-05-13,8125398.56
3263,01 Mascarilla ,2021-03-20,3110.18
3264,01 Higiénicos Masivos,2019-11-09,5814693.09
3265,03 Servilletas Masivos,2020-01-24,635565.94
3266,04 Pañuelos Masivos,2020-10-19,7084.03
3267,01 Higiénicos Masivos,2019-11-05,5953861.67
3268,10 Toallas Femeninas,2020-12-02,224794.72
3269,01 Higiénicos Masivos,2019-11-14,5601899.61
3270,02 Rollos de Cocina,2019-12-29,181304.97
3271,04 Pañuelos Masivos,2020-12-13,14.49
3272,38 Pañales Adultos,2020-03-18,49560.09
3273,01 Mascotas,2021-02-24,305.58
3274,01 Mascotas,2021-02-18,486.2
3275,11 Toallas Húmedas,2021-03-01,42067.49
3276,03 Servilletas Masivos,2021-02-04,368518.52
3277,10 Toallas Femeninas,2020-11-26,356542.03
3278,04 Pañuelos Masivos,2019-10-22,7779.07
3279,02 Rollos de Cocina,2021-02-19,965787.96
3280,04 Pañuelos Masivos,2020-04-25,4653.37
3281,11 Toallas Húmedas,2020-07-12,7468.98
3282,05 Pañales Bebe,2020-03-29,50273.36
3283,01 Higiénicos Masivos,2021-01-02,782848.16
3284,11 Toallas Húmedas,2020-01-11,39876.5
3285,03 Servilletas Masivos,2019-12-17,790888.81
3286,11 Toallas Húmedas,2021-03-04,79761.23
3287,01 Higiénicos Masivos,2021-01-08,5132269.23
3288,10 Toallas Femeninas,2019-10-08,125326.27
3289,05 Pañales Bebe,2019-09-25,2356905.29
3290,05 Pañales Bebe,2021-05-21,2863926.05
3291,04 Pañuelos Masivos,2021-06-14,8015.72
3292,38 Pañales Adultos,2019-09-17,77701.78
3293,01 Mascarilla ,2020-11-06,1964.11
3294,38 Pañales Adultos,2020-11-08,335.64
3295,02 Rollos de Cocina,2020-08-20,1198117.45
3296,03 Servilletas Masivos,2021-02-01,387540.48
3297,04 Pañuelos Masivos,2020-04-22,3047.25
3298,38 Pañales Adultos,2021-05-13,66104.46
3299,02 Rollos de Cocina,2021-02-22,1037995.95
3300,10 Toallas Femeninas,2021-06-03,147815.71
3301,05 Pañales Bebe,2020-09-28,1958009.77
3302,38 Pañales Adultos,2020-03-21,33026.25
3303,04 Pañuelos Masivos,2019-10-19,12398.7
3304,10 Toallas Femeninas,2020-11-29,24011.89
3305,05 Pañales Bebe,2020-03-26,1304075.21
3306,01 Mascotas,2020-08-19,882.9
3307,04 Pañuelos Masivos,2021-06-11,4861.43
3308,01 Higiénicos Masivos,2021-01-05,4327309.36
3309,03 Servilletas Masivos,2019-12-14,638391.2
3310,11 Toallas Húmedas,2020-01-08,51370.68
3311,03 Servilletas Masivos,2021-02-07,3249.84
3312,05 Pañales Bebe,2019-09-22,38760.61
3313,01 Higiénicos Masivos,2020-07-03,5583243.02
3314,38 Pañales Adultos,2019-09-14,47386.05
3315,04 Pañuelos Masivos,2021-06-17,6194.4
3316,02 Rollos de Cocina,2020-08-17,1286193.64
3317,38 Pañales Adultos,2021-05-10,77964.96
3318,10 Toallas Femeninas,2019-10-11,217950.77
3319,05 Pañales Bebe,2021-05-18,1262642.01
3320,01 Mascarilla ,2020-11-09,1921.21
3321,11 Toallas Húmedas,2021-05-07,69888.55
3322,01 Higiénicos Masivos,2020-07-09,4967527.17
3323,10 Toallas Femeninas,2020-05-30,275213.28
3324,11 Toallas Húmedas,2020-11-02,36311.02
3325,04 Pañuelos Masivos,2020-12-19,6493.36
3326,38 Pañales Adultos,2019-11-20,121733.68
3327,01 Higiénicos Masivos,2020-01-05,236215.71
3328,11 Toallas Húmedas,2021-05-01,1477.3
3329,05 Pañales Bebe,2020-04-01,1814153.33
3330,01 Mascarilla ,2021-03-08,4276.06
3331,01 Mascotas,2020-08-22,111.88
3332,04 Pañuelos Masivos,2020-06-16,7332.02
3333,10 Toallas Femeninas,2019-12-02,143565.19
3334,01 Mascotas,2020-08-25,407.08
3335,03 Servilletas Masivos,2021-02-10,321932.81
3336,02 Rollos de Cocina,2020-02-22,732123.74
3337,38 Pañales Adultos,2021-01-11,72154.65
3338,05 Pañales Bebe,2021-05-27,2260977.82
3339,04 Pañuelos Masivos,2019-10-25,11752.84
3340,11 Toallas Húmedas,2019-09-08,4822.71
3341,11 Toallas Húmedas,2020-03-12,71228.53
3342,02 Rollos de Cocina,2020-08-26,1163780.79
3343,01 Higiénicos Masivos,2020-07-12,102442.63
3344,01 Higiénicos Masivos,2020-07-06,4768250.08
3345,03 Servilletas Masivos,2020-08-08,208447.08
3346,10 Toallas Femeninas,2020-06-05,223237.84
3347,04 Pañuelos Masivos,2021-06-20,2.88
3348,05 Pañales Bebe,2019-10-01,1270616.96
3349,38 Pañales Adultos,2019-11-17,1169.8
3350,10 Toallas Femeninas,2020-12-05,184288.15
3351,04 Pañuelos Masivos,2020-12-16,5142.8
3352,38 Pañales Adultos,2019-11-23,82353.81
3353,11 Toallas Húmedas,2021-05-04,61550.96
3354,05 Pañales Bebe,2020-11-22,185492.84
3355,01 Mascarilla ,2021-03-11,3552.36
3356,11 Toallas Húmedas,2019-09-11,53863.58
3357,38 Pañales Adultos,2021-01-08,96790.51
3358,01 Mascotas,2020-08-28,145.53
3359,05 Pañales Bebe,2020-11-19,1847502.35
3360,04 Pañuelos Masivos,2019-10-28,16675.87
3361,02 Rollos de Cocina,2020-02-19,741871.71
3362,05 Pañales Bebe,2021-05-24,2098461.86
3363,10 Toallas Femeninas,2020-06-02,202792.92
3364,05 Pañales Bebe,2019-09-28,2358766.92
3365,03 Servilletas Masivos,2020-08-11,277942.69
3366,11 Toallas Húmedas,2020-03-15,4071.29
3367,03 Servilletas Masivos,2020-08-05,285848.94
3368,02 Rollos de Cocina,2020-08-23,345.3
3369,01 Higiénicos Masivos,2021-03-04,3495955.3
3370,05 Pañales Bebe,2020-05-23,2308434.71
3371,03 Servilletas Masivos,2020-02-07,656779.86
3372,02 Rollos de Cocina,2021-04-18,61368.73
3373,11 Toallas Húmedas,2020-09-11,47899.72
3374,01 Mascotas,2021-04-17,328.67
3375,03 Servilletas Masivos,2020-02-13,865949.11
3376,38 Pañales Adultos,2020-11-17,55299.96
3377,05 Pañales Bebe,2020-11-25,2373833.72
3378,38 Pañales Adultos,2020-05-15,83306.3
3379,01 Higiénicos Masivos,2020-01-14,5655857.83
3380,01 Mascotas,2021-04-20,1394.64
3381,04 Pañuelos Masivos,2020-06-22,5223.68
3382,10 Toallas Femeninas,2021-01-26,237516.48
3383,04 Pañuelos Masivos,2019-12-19,10062.5
3384,38 Pañales Adultos,2020-05-21,70877.47
3385,01 Mascotas,2020-02-27,344.78
3386,02 Rollos de Cocina,2021-04-15,1145669.71
3387,05 Pañales Bebe,2020-05-26,2298421.07
3388,11 Toallas Húmedas,2020-03-06,54693.39
3389,03 Servilletas Masivos,2020-02-10,675486.81
3390,11 Toallas Húmedas,2020-09-08,52459.27
3391,01 Higiénicos Masivos,2021-03-01,2475524.46
3392,03 Servilletas Masivos,2020-08-14,269439.2
3393,10 Toallas Femeninas,2019-12-08,1389.6
3394,01 Higiénicos Masivos,2020-01-08,7270769.55
3395,04 Pañuelos Masivos,2020-12-22,4793.92
3396,05 Pañales Bebe,2020-11-28,3267766.29
3397,01 Mascotas,2021-04-23,1847.25
3398,02 Rollos de Cocina,2020-02-25,736158.63
3399,04 Pañuelos Masivos,2020-06-19,7053.05
3400,01 Higiénicos Masivos,2020-01-11,5522211.44
3401,02 Rollos de Cocina,2020-10-17,975028.89
3402,03 Servilletas Masivos,2020-09-11,285461.26
3403,11 Toallas Húmedas,2020-02-17,38490.67
3404,05 Pañales Bebe,2020-02-15,1222425.81
3405,01 Higiénicos Masivos,2020-08-09,226192.05
3406,03 Servilletas Masivos,2021-03-16,369670.14
3407,10 Toallas Femeninas,2021-04-21,221747.24
3408,10 Toallas Femeninas,2021-04-27,240815.2
3409,05 Pañales Bebe,2020-08-19,2867307.12
3410,04 Pañuelos Masivos,2020-03-10,20923.71
3411,04 Pañuelos Masivos,2020-03-16,17523.04
3412,04 Pañuelos Masivos,2019-09-12,11824.73
3413,01 Higiénicos Masivos,2020-08-12,4928690.25
3414,10 Toallas Femeninas,2019-09-01,1077.12
3415,03 Servilletas Masivos,2020-01-23,781932.28
3416,11 Toallas Húmedas,2021-04-10,77694.45
3417,38 Pañales Adultos,2021-06-25,78800.54
3418,38 Pañales Adultos,2021-06-19,112693.87
3419,11 Toallas Húmedas,2021-04-13,59202.26
3420,03 Servilletas Masivos,2021-03-19,294741.08
3421,04 Pañuelos Masivos,2021-05-05,6011.89
3422,05 Pañales Bebe,2020-02-18,1805467.54
3423,02 Rollos de Cocina,2021-01-07,1773536.55
3424,01 Mascotas,2020-09-28,499.86
3425,11 Toallas Húmedas,2020-10-09,72529.82
3426,03 Servilletas Masivos,2020-09-14,271440.54
3427,10 Toallas Femeninas,2020-10-20,201216.58
3428,38 Pañales Adultos,2019-10-27,2381.58
3429,05 Pañales Bebe,2020-08-22,2347969.08
3430,04 Pañuelos Masivos,2020-09-15,4955.85
3431,11 Toallas Húmedas,2020-02-20,37697.65
3432,04 Pañuelos Masivos,2020-03-13,27031.7
3433,01 Higiénicos Masivos,2021-02-14,125734.5
3434,10 Toallas Femeninas,2021-04-24,170790.6
3435,02 Rollos de Cocina,2019-11-19,838736.74
3436,01 Higiénicos Masivos,2020-08-15,4279361.21
3437,38 Pañales Adultos,2020-12-18,51593.21
3438,01 Mascotas,2020-09-25,706.9
3439,02 Rollos de Cocina,2021-01-13,1327996.69
3440,38 Pañales Adultos,2021-06-22,151345.31
3441,10 Toallas Femeninas,2020-03-02,186087.79
3442,05 Pañales Bebe,2020-02-21,1276450.67
3443,01 Mascarilla ,2020-10-19,4425.98
3444,04 Pañuelos Masivos,2021-05-08,6250.84
3445,38 Pañales Adultos,2021-02-17,89297.93
3446,11 Toallas Húmedas,2021-06-16,82980.33
3447,11 Toallas Húmedas,2020-12-12,60069.97
3448,38 Pañales Adultos,2021-02-23,65258.78
3449,04 Pañuelos Masivos,2020-11-09,5805.04
3450,02 Rollos de Cocina,2020-01-10,820124.4
3451,10 Toallas Femeninas,2020-10-26,265160.26
3452,03 Servilletas Masivos,2020-03-18,264780.93
3453,05 Pañales Bebe,2021-04-14,2061260.05
3454,02 Rollos de Cocina,2020-07-14,1247974.49
3455,01 Mascotas,2020-04-04,41.48
3456,04 Pañuelos Masivos,2021-05-14,6375.09
3457,02 Rollos de Cocina,2021-01-16,1386245.53
3458,38 Pañales Adultos,2019-12-30,66785.68
3459,01 Higiénicos Masivos,2020-08-18,5691093.45
3460,11 Toallas Húmedas,2019-10-21,44243.87
3461,04 Pañuelos Masivos,2019-09-18,11568.96
3462,10 Toallas Femeninas,2020-04-23,270047.79
3463,01 Higiénicos Masivos,2020-02-14,5427109.11
3464,03 Servilletas Masivos,2020-09-20,2559.18
3465,11 Toallas Húmedas,2020-04-21,55818.11
3466,01 Higiénicos Masivos,2020-02-17,5296066.9
3467,01 Mascotas,2021-05-24,1007.23
3468,05 Pañales Bebe,2021-04-17,1419937.82
3469,11 Toallas Húmedas,2020-12-09,58092.43
3470,01 Mascotas,2020-04-01,11.17
3471,04 Pañuelos Masivos,2020-11-06,8719.02
3472,38 Pañales Adultos,2021-02-20,79893.58
3473,01 Mascarilla ,2020-10-16,2389.04
3474,05 Pañales Bebe,2021-04-11,112192.16
3475,01 Higiénicos Masivos,2021-04-07,4357359.12
3476,10 Toallas Femeninas,2020-10-29,233405.47
3477,11 Toallas Húmedas,2021-06-13,4873.4
3478,03 Servilletas Masivos,2020-03-15,17074.96
3479,11 Toallas Húmedas,2019-10-24,42594.65
3480,04 Pañuelos Masivos,2020-03-19,7746.71
3481,10 Toallas Femeninas,2020-10-23,281267.44
3482,02 Rollos de Cocina,2020-07-17,1147853.45
3483,38 Pañales Adultos,2020-08-18,82658.86
3484,04 Pañuelos Masivos,2019-09-15,20.17
3485,04 Pañuelos Masivos,2021-05-11,5750.74
3486,02 Rollos de Cocina,2020-07-11,1112546.57
3487,03 Servilletas Masivos,2020-09-17,302755.53
3488,11 Toallas Húmedas,2019-10-18,49925.86
3489,01 Higiénicos Masivos,2020-02-11,5073280.12
3490,10 Toallas Femeninas,2019-10-26,186447.88
3491,05 Pañales Bebe,2020-10-16,2622027.73
3492,01 Mascotas,2021-05-27,378.33
3493,02 Rollos de Cocina,2020-01-19,13837.13
3494,10 Toallas Femeninas,2020-04-29,220270.35
3495,01 Higiénicos Masivos,2020-02-20,5205515.47
3496,11 Toallas Húmedas,2020-04-18,40775.95
3497,03 Servilletas Masivos,2020-03-24,292980.86
3498,01 Higiénicos Masivos,2021-04-13,3732486.93
3499,01 Mascotas,2021-06-02,215.08
3500,01 Mascarilla ,2021-06-08,1386.4
3501,10 Toallas Femeninas,2021-06-18,171081.99
3502,05 Pañales Bebe,2021-04-20,1310308.69
3503,04 Pañuelos Masivos,2020-11-12,5522.38
3504,02 Rollos de Cocina,2020-01-13,782288.52
3505,01 Mascotas,2020-11-28,774.19
3506,01 Mascarilla ,2021-06-14,1357.23
3507,03 Servilletas Masivos,2019-09-20,599506.46
3508,38 Pañales Adultos,2019-12-24,53145.33
3509,01 Higiénicos Masivos,2021-04-10,3239214.08
3510,38 Pañales Adultos,2020-06-27,64498.31
3511,03 Servilletas Masivos,2021-05-13,305243.54
3512,11 Toallas Húmedas,2021-06-10,90723.94
3513,11 Toallas Húmedas,2019-10-15,47391.59
3514,01 Higiénicos Masivos,2020-10-12,4747078.46
3515,01 Mascarilla ,2021-06-11,1136.09
3516,05 Pañales Bebe,2020-10-13,1841437.61
3517,10 Toallas Femeninas,2019-10-23,200901.38
3518,04 Pañuelos Masivos,2020-05-13,12675.61
3519,01 Higiénicos Masivos,2021-04-16,4200319.72
3520,05 Pañales Bebe,2020-10-19,2042436.36
3521,04 Pañuelos Masivos,2020-11-15,487.67
3522,03 Servilletas Masivos,2021-05-10,319392.51
3523,10 Toallas Femeninas,2019-10-29,285857.74
3524,38 Pañales Adultos,2021-02-14,294.66
3525,03 Servilletas Masivos,2019-09-17,693681.52
3526,02 Rollos de Cocina,2020-01-16,799086.9
3527,01 Mascotas,2020-11-25,1308.0
3528,11 Toallas Húmedas,2020-10-18,3566.8
3529,10 Toallas Femeninas,2021-06-21,247982.93
3530,38 Pañales Adultos,2019-12-21,77432.8
3531,03 Servilletas Masivos,2020-03-21,136300.32
3532,11 Toallas Húmedas,2020-04-15,74359.57
3533,11 Toallas Húmedas,2021-06-07,74086.07
3534,03 Servilletas Masivos,2021-05-16,9755.0
3535,01 Mascotas,2020-04-07,19.92
3536,05 Pañales Bebe,2020-04-13,2162458.13
3537,01 Higiénicos Masivos,2020-10-09,5002182.25
3538,10 Toallas Femeninas,2020-07-23,227776.6
3539,11 Toallas Húmedas,2019-10-26,46213.04
3540,03 Servilletas Masivos,2020-02-26,563865.71
3541,03 Servilletas Masivos,2021-04-19,275806.17
3542,05 Pañales Bebe,2020-06-11,3258942.08
3543,01 Mascarilla ,2021-02-17,23511.38
3544,11 Toallas Húmedas,2020-04-29,64568.34
3545,02 Rollos de Cocina,2021-06-28,177961.96
3546,11 Toallas Húmedas,2020-04-20,40834.65
3547,01 Higiénicos Masivos,2020-09-24,4593034.96
3548,11 Toallas Húmedas,2020-10-23,63436.01
3549,03 Servilletas Masivos,2020-10-21,476188.12
3550,10 Toallas Femeninas,2021-03-12,259337.22
3551,01 Mascotas,2020-12-03,2663.22
3552,04 Pañuelos Masivos,2020-08-03,4179.69
3553,05 Pañales Bebe,2019-12-14,1676065.02
3554,02 Rollos de Cocina,2020-11-08,60606.58
3555,02 Rollos de Cocina,2020-05-06,1162661.92
3556,04 Pañuelos Masivos,2020-08-06,5710.6
3557,01 Mascotas,2021-06-04,132.86
3558,01 Higiénicos Masivos,2020-03-22,8598.41
3559,04 Pañuelos Masivos,2020-02-02,135.65
3560,05 Pañales Bebe,2021-02-04,1744119.24
3561,10 Toallas Femeninas,2020-01-22,263451.58
3562,38 Pañales Adultos,2020-07-05,3150.52
3563,03 Servilletas Masivos,2019-09-02,692752.86
3564,01 Mascarilla ,2021-02-20,13826.14
3565,03 Servilletas Masivos,2020-04-21,195008.2
3566,01 Higiénicos Masivos,2021-03-26,5091775.18
3567,11 Toallas Húmedas,2020-04-23,47833.0
3568,05 Pañales Bebe,2019-12-11,1985872.42
3569,11 Toallas Húmedas,2020-10-26,59891.9
3570,03 Servilletas Masivos,2020-10-24,331544.33
3571,11 Toallas Húmedas,2021-06-15,86266.37
3572,01 Higiénicos Masivos,2020-09-21,4341450.45
3573,05 Pañales Bebe,2019-12-17,2247574.66
3574,02 Rollos de Cocina,2020-11-05,1456165.52
3575,01 Mascotas,2021-06-07,341.19
3576,03 Servilletas Masivos,2021-04-25,4522.53
3577,05 Pañales Bebe,2021-02-01,1139249.36
3578,10 Toallas Femeninas,2020-01-19,7160.24
3579,10 Toallas Femeninas,2021-03-15,235410.27
3580,01 Mascarilla ,2021-02-23,7233.29
3581,38 Pañales Adultos,2020-07-02,130494.67
3582,01 Higiénicos Masivos,2020-03-19,4563981.33
3583,04 Pañuelos Masivos,2020-02-05,13674.3
3584,38 Pañales Adultos,2019-12-29,1826.46
3585,05 Pañales Bebe,2021-02-10,1622359.3
3586,02 Rollos de Cocina,2019-11-11,654004.44
3587,03 Servilletas Masivos,2020-10-27,504019.15
3588,04 Pañuelos Masivos,2020-02-08,11166.45
3589,05 Pañales Bebe,2020-08-08,2237286.96
3590,10 Toallas Femeninas,2020-03-14,188613.75
3591,01 Mascotas,2020-12-09,1463.9
3592,03 Servilletas Masivos,2021-06-16,287500.22
3593,01 Higiénicos Masivos,2021-05-20,5313415.58
3594,11 Toallas Húmedas,2019-12-23,40729.41
3595,01 Mascarilla ,2021-06-25,1029.09
3596,04 Pañuelos Masivos,2021-04-01,1709.89
3597,38 Pañales Adultos,2020-03-02,51896.36
3598,10 Toallas Femeninas,2021-03-18,228130.18
3599,38 Pañales Adultos,2020-09-04,81481.4
3600,02 Rollos de Cocina,2020-05-12,1418941.77
3601,11 Toallas Húmedas,2020-06-26,49604.13
3602,01 Higiénicos Masivos,2019-09-24,6089097.62
3603,01 Mascarilla ,2020-12-21,1035.34
3604,38 Pañales Adultos,2021-04-27,72823.41
3605,03 Servilletas Masivos,2020-04-24,171393.45
3606,10 Toallas Femeninas,2020-09-13,4576.27
3607,01 Higiénicos Masivos,2020-03-28,6022442.42
3608,01 Mascotas,2020-06-06,77.58
3609,05 Pañales Bebe,2020-08-05,2284047.81
3610,38 Pañales Adultos,2021-04-24,79336.04
3611,02 Rollos de Cocina,2019-11-08,771966.9
3612,11 Toallas Húmedas,2020-06-29,39584.68
3613,11 Toallas Húmedas,2019-12-20,29439.53
3614,38 Pañales Adultos,2019-09-01,30.17
3615,01 Higiénicos Masivos,2021-05-17,3909339.09
3616,03 Servilletas Masivos,2021-06-19,275071.96
3617,01 Mascotas,2021-06-10,4067.36
3618,04 Pañuelos Masivos,2021-04-04,8.31
3619,01 Mascarilla ,2020-12-18,1423.32
3620,38 Pañales Adultos,2020-03-05,72341.84
3621,01 Higiénicos Masivos,2020-03-25,5484823.18
3622,02 Rollos de Cocina,2020-12-30,1874198.58
3623,11 Toallas Húmedas,2020-06-23,51838.99
3624,01 Mascarilla ,2021-06-22,4795.85
3625,02 Rollos de Cocina,2020-05-09,1017705.64
3626,10 Toallas Femeninas,2021-03-21,5935.83
3627,03 Servilletas Masivos,2019-10-24,772189.79
3628,04 Pañuelos Masivos,2021-03-29,5289.87
3629,10 Toallas Femeninas,2020-09-16,193659.35
3630,03 Servilletas Masivos,2020-04-27,300558.73
3631,02 Rollos de Cocina,2019-11-05,754032.63
3632,01 Higiénicos Masivos,2019-09-21,5082384.53
3633,05 Pañales Bebe,2021-02-07,23097.13
3634,03 Servilletas Masivos,2021-06-22,281038.21
3635,10 Toallas Femeninas,2020-09-22,189184.43
3636,02 Rollos de Cocina,2021-01-08,1542415.57
3637,01 Higiénicos Masivos,2019-09-27,5839122.85
3638,04 Pañuelos Masivos,2020-10-03,7194.31
3639,11 Toallas Húmedas,2020-12-20,4911.27
3640,03 Servilletas Masivos,2020-12-18,416544.85
3641,10 Toallas Femeninas,2019-09-16,178385.06
3642,10 Toallas Femeninas,2020-03-20,144201.35
3643,05 Pañales Bebe,2020-08-14,3065876.4
3644,04 Pañuelos Masivos,2021-04-07,5480.46
3645,11 Toallas Húmedas,2020-06-20,36795.86
3646,05 Pañales Bebe,2020-02-13,1812625.64
3647,02 Rollos de Cocina,2021-01-02,335478.04
3648,01 Higiénicos Masivos,2020-11-18,4944894.88
3649,03 Servilletas Masivos,2019-10-27,13641.1
3650,03 Servilletas Masivos,2020-12-21,472814.91
3651,01 Mascotas,2020-06-12,218.28
3652,11 Toallas Húmedas,2020-12-23,57787.33
3653,10 Toallas Femeninas,2021-05-12,159026.82
3654,10 Toallas Femeninas,2020-09-19,180695.37
3655,03 Servilletas Masivos,2020-04-30,235278.78
3656,38 Pañales Adultos,2020-08-29,68714.19
3657,10 Toallas Femeninas,2020-03-17,182672.66
3658,01 Mascotas,2020-12-12,1277.2
3659,04 Pañuelos Masivos,2020-10-06,5252.6
3660,01 Higiénicos Masivos,2019-09-30,11168816.21
3661,02 Rollos de Cocina,2021-01-05,1240091.74
3662,38 Pañales Adultos,2021-03-03,42473.4
3663,02 Rollos de Cocina,2019-11-14,824370.36
3664,05 Pañales Bebe,2020-08-11,2687059.16
3665,10 Toallas Femeninas,2020-03-23,86813.1
3666,04 Pañuelos Masivos,2020-09-30,37689.81
3667,03 Servilletas Masivos,2019-11-02,374857.15
3668,03 Servilletas Masivos,2021-06-25,253893.84
3669,05 Pañales Bebe,2020-02-07,1830969.44
3670,01 Higiénicos Masivos,2021-05-23,54988.16
3671,11 Toallas Húmedas,2020-12-26,39159.45
3672,01 Higiénicos Masivos,2020-11-15,137616.23
3673,05 Pañales Bebe,2020-02-10,1743857.13
3674,02 Rollos de Cocina,2020-01-21,885782.26
3675,05 Pañales Bebe,2020-10-18,47152.34
3676,11 Toallas Húmedas,2021-02-06,77181.42
3677,03 Servilletas Masivos,2021-01-12,410321.28
3678,38 Pañales Adultos,2021-04-17,46559.69
3679,01 Mascarilla ,2021-06-06,416.4
3680,01 Higiénicos Masivos,2020-06-10,5613035.41
3681,10 Toallas Femeninas,2020-05-07,348382.0
3682,02 Rollos de Cocina,2020-07-25,1261793.67
3683,03 Servilletas Masivos,2020-07-10,222436.81
